,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Thailand,3.0,13.0,3.0,33.0,4.0,22.0,8.0,0.0,4.0,0.0,17.0,25.0,4.0,11.0,3.0,32.0,3.0,1113.0,4.0,0.0,13.0,13.0,33.0,11.0,0.0,87.0,8.0,112.0,9.0,4.0,2.0,0.0,39.0,1.0,0.0,19.0,1.0,125.0,2.0,3.0,15.0,1.0,3.0,1.0,14.0,26.0,33.0,33.0,18.0,6.0,3.0,0.0,194.0,1.0,1.0,0.0,5.0,3.0,22.0,9.0,1.0,0.0,20.0,0.0,14.0,32.0,2.0,56.0,17.0,13.0,0.0,6.0,6.0,3.0,0.0,15.0,11.0,23.0,18.0,0.0,48.0,17.0,3.0,0.0,33.0,9.0,8.0,40.0,19.0,0.0,3.0,10.0,0.0,20.0,4.0,5.0,3.0,39.0,30.0,0.0,9.0,9.0,0.0,9.0,3.0,3.0,78.0,11.0,28.0,17.0,0.0,11.0,4.0,16.0,45.0
Japan,29.0,6.0,5.0,192.0,2.0,16.0,3.0,0.0,22.0,2.0,9.0,6.0,5.0,12.0,3.0,57.0,0.0,3096.0,2.0,2.0,50.0,58.0,29.0,6.0,0.0,61.0,6.0,75.0,287.0,1.0,10.0,1.0,111.0,1.0,0.0,25.0,3.0,252.0,18.0,0.0,8.0,14.0,2.0,1.0,6.0,39.0,56.0,29.0,81.0,53.0,3.0,1.0,168.0,13.0,5.0,90.0,2.0,0.0,23.0,1.0,2.0,0.0,5.0,0.0,14.0,25.0,9.0,76.0,11.0,2.0,1.0,1.0,8.0,41.0,7.0,3.0,21.0,161.0,11.0,0.0,21.0,31.0,5.0,1.0,28.0,12.0,23.0,30.0,26.0,1.0,3.0,8.0,0.0,13.0,1.0,9.0,0.0,110.0,110.0,5.0,2.0,10.0,0.0,5.0,2.0,0.0,28.0,0.0,11.0,20.0,0.0,4.0,0.0,18.0,29.0
United States,8.0,192.0,16.0,1453.0,38.0,132.0,23.0,5.0,169.0,68.0,139.0,110.0,237.0,104.0,168.0,877.0,6.0,29011.0,13.0,14.0,1069.0,354.0,154.0,84.0,10.0,1444.0,20.0,804.0,40.0,0.0,188.0,80.0,429.0,7.0,0.0,31.0,34.0,786.0,267.0,31.0,117.0,92.0,85.0,17.0,247.0,630.0,698.0,25.0,836.0,419.0,57.0,0.0,2824.0,15.0,10.0,9.0,98.0,19.0,148.0,43.0,57.0,1.0,306.0,2.0,387.0,341.0,100.0,1066.0,203.0,21.0,1.0,17.0,168.0,148.0,25.0,54.0,283.0,424.0,588.0,15.0,234.0,787.0,56.0,26.0,254.0,118.0,357.0,931.0,433.0,31.0,16.0,37.0,0.0,82.0,25.0,445.0,8.0,699.0,388.0,143.0,136.0,155.0,10.0,24.0,71.0,7.0,397.0,5.0,316.0,323.0,1.0,284.0,2.0,241.0,609.0
Kenya,9.0,7.0,0.0,31.0,1.0,5.0,4.0,0.0,2.0,0.0,0.0,20.0,8.0,34.0,18.0,4.0,0.0,476.0,5.0,0.0,10.0,1.0,4.0,3.0,1.0,229.0,11.0,42.0,2.0,2.0,3.0,0.0,9.0,0.0,0.0,7.0,1.0,48.0,10.0,0.0,7.0,4.0,0.0,0.0,4.0,15.0,7.0,1.0,13.0,4.0,1.0,0.0,43.0,0.0,0.0,1.0,0.0,5.0,6.0,4.0,0.0,0.0,2.0,0.0,5.0,77.0,15.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,13.0,5.0,17.0,6.0,2.0,0.0,9.0,8.0,2.0,38.0,9.0,0.0,0.0,14.0,0.0,11.0,13.0,6.0,0.0,4.0,5.0,0.0,6.0,25.0,7.0,9.0,2.0,1.0,22.0,0.0,40.0,2.0,16.0,0.0,0.0,35.0,6.0
Italy,59.0,14.0,3.0,359.0,13.0,98.0,206.0,1.0,18.0,9.0,19.0,67.0,32.0,12.0,11.0,265.0,2.0,21473.0,1.0,1.0,72.0,209.0,141.0,23.0,0.0,211.0,9.0,54.0,19.0,0.0,47.0,76.0,505.0,1.0,0.0,31.0,1.0,384.0,135.0,2.0,17.0,59.0,2.0,0.0,50.0,261.0,788.0,14.0,778.0,909.0,3.0,0.0,584.0,3.0,7.0,0.0,441.0,17.0,53.0,7.0,193.0,1.0,20.0,3.0,41.0,97.0,17.0,549.0,248.0,9.0,2.0,0.0,27.0,92.0,4.0,27.0,265.0,53.0,128.0,11.0,11.0,234.0,29.0,0.0,117.0,211.0,200.0,214.0,194.0,5.0,47.0,13.0,0.0,83.0,4.0,287.0,1.0,136.0,68.0,35.0,96.0,52.0,5.0,46.0,0.0,3.0,75.0,0.0,89.0,93.0,2.0,587.0,1.0,30.0,131.0
Spain,73.0,34.0,2.0,657.0,52.0,214.0,81.0,7.0,29.0,68.0,27.0,41.0,109.0,80.0,9.0,165.0,37.0,8197.0,2.0,0.0,96.0,41.0,76.0,104.0,15.0,482.0,29.0,73.0,10.0,1.0,25.0,6.0,128.0,6.0,0.0,10.0,3.0,171.0,64.0,18.0,76.0,23.0,20.0,1.0,132.0,304.0,407.0,31.0,389.0,94.0,0.0,0.0,367.0,0.0,6.0,3.0,110.0,57.0,53.0,9.0,33.0,2.0,92.0,16.0,33.0,102.0,7.0,157.0,117.0,5.0,1.0,0.0,21.0,53.0,6.0,1.0,55.0,75.0,79.0,13.0,141.0,37.0,12.0,0.0,75.0,13.0,18.0,394.0,247.0,1.0,97.0,5.0,0.0,49.0,24.0,840.0,4.0,292.0,132.0,42.0,14.0,83.0,0.0,33.0,41.0,2.0,146.0,2.0,48.0,73.0,3.0,220.0,0.0,51.0,226.0
Jordan,1.0,0.0,0.0,18.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,43.0,0.0,3.0,1.0,285.0,1.0,0.0,17.0,4.0,1.0,21.0,0.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,71.0,6.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,3.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,4.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0
Luxembourg,1.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,0.0,290.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,11.0
Portugal,3.0,1.0,1.0,143.0,0.0,23.0,9.0,0.0,21.0,1.0,4.0,5.0,6.0,2.0,0.0,44.0,0.0,1882.0,0.0,0.0,20.0,31.0,4.0,1.0,0.0,28.0,0.0,5.0,1.0,0.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,5.0,4.0,0.0,0.0,2.0,25.0,67.0,1.0,19.0,5.0,1.0,0.0,60.0,0.0,0.0,0.0,26.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,38.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,4.0,11.0,1.0,17.0,3.0,2.0,0.0,5.0,2.0,13.0,37.0,6.0,2.0,2.0,0.0,0.0,2.0,10.0,44.0,0.0,42.0,4.0,2.0,2.0,3.0,0.0,0.0,13.0,0.0,38.0,0.0,18.0,5.0,0.0,1.0,0.0,16.0,21.0
Norway,3.0,2.0,0.0,84.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,1.0,14.0,9.0,0.0,5.0,0.0,289.0,2.0,1.0,4.0,2.0,4.0,7.0,0.0,10.0,3.0,8.0,1.0,0.0,3.0,1.0,15.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,3.0,3.0,0.0,0.0,18.0,16.0,30.0,0.0,8.0,2.0,0.0,0.0,52.0,0.0,0.0,0.0,11.0,1.0,2.0,4.0,5.0,0.0,6.0,0.0,4.0,3.0,0.0,14.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,3.0,23.0,2.0,0.0,2.0,0.0,10.0,3.0,37.0,10.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,15.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,10.0,12.0,2.0,5.0,2.0,0.0,0.0,7.0,14.0
Puerto Rico,1.0,1.0,0.0,26.0,1.0,4.0,4.0,0.0,3.0,0.0,5.0,7.0,3.0,1.0,0.0,14.0,0.0,675.0,0.0,0.0,18.0,4.0,35.0,0.0,1.0,17.0,0.0,14.0,2.0,0.0,3.0,1.0,11.0,0.0,0.0,4.0,0.0,21.0,11.0,0.0,1.0,1.0,1.0,0.0,24.0,22.0,21.0,0.0,9.0,12.0,3.0,0.0,54.0,1.0,1.0,0.0,2.0,0.0,10.0,78.0,0.0,1.0,10.0,0.0,3.0,4.0,0.0,13.0,10.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,8.0,4.0,7.0,0.0,31.0,13.0,7.0,0.0,6.0,4.0,5.0,24.0,22.0,0.0,2.0,0.0,0.0,1.0,0.0,27.0,0.0,17.0,7.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,17.0,0.0,21.0,0.0,7.0,33.0
Russian Federation,1.0,90.0,1.0,210.0,5.0,16.0,31.0,0.0,1.0,0.0,24.0,1.0,5.0,49.0,5.0,58.0,15.0,3951.0,1.0,1.0,67.0,6.0,9.0,181.0,1.0,189.0,11.0,51.0,7.0,18.0,1.0,1.0,38.0,1.0,0.0,0.0,30.0,131.0,6.0,0.0,7.0,2.0,10.0,20.0,63.0,39.0,96.0,1.0,18.0,33.0,0.0,0.0,334.0,0.0,0.0,1.0,1.0,1.0,5.0,13.0,3.0,0.0,82.0,0.0,41.0,18.0,26.0,127.0,20.0,6.0,0.0,0.0,11.0,8.0,0.0,8.0,17.0,21.0,11.0,5.0,44.0,13.0,12.0,0.0,65.0,22.0,64.0,48.0,6.0,0.0,3.0,1.0,0.0,3.0,1.0,30.0,0.0,91.0,38.0,1.0,4.0,10.0,0.0,14.0,0.0,0.0,80.0,20.0,45.0,34.0,0.0,14.0,1.0,9.0,20.0
Papua New Guinea,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,3.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
