,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Spain,48.0,17.0,2.0,679.0,20.0,211.0,89.0,8.0,40.0,67.0,33.0,41.0,102.0,22.0,8.0,165.0,10.0,7681.0,1.0,1.0,86.0,43.0,67.0,143.0,1.0,230.0,23.0,94.0,10.0,1.0,18.0,8.0,127.0,7.0,0.0,8.0,1.0,152.0,68.0,15.0,71.0,65.0,16.0,4.0,94.0,299.0,382.0,15.0,487.0,115.0,0.0,0.0,351.0,0.0,6.0,2.0,106.0,78.0,40.0,9.0,30.0,3.0,14.0,14.0,35.0,84.0,3.0,161.0,190.0,5.0,0.0,0.0,21.0,30.0,3.0,3.0,66.0,86.0,86.0,12.0,123.0,38.0,9.0,0.0,129.0,20.0,24.0,366.0,272.0,1.0,140.0,9.0,0.0,44.0,28.0,717.0,3.0,306.0,113.0,31.0,16.0,70.0,0.0,32.0,39.0,2.0,217.0,1.0,49.0,63.0,2.0,205.0,0.0,34.0,183.0
Chile,16.0,5.0,0.0,166.0,1.0,4.0,10.0,0.0,1.0,7.0,7.0,10.0,3.0,4.0,0.0,13.0,0.0,1380.0,0.0,0.0,7.0,11.0,36.0,16.0,0.0,14.0,15.0,3.0,0.0,0.0,1.0,2.0,16.0,2.0,0.0,6.0,0.0,14.0,5.0,2.0,3.0,10.0,38.0,0.0,33.0,27.0,12.0,5.0,19.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,5.0,5.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,22.0,13.0,0.0,10.0,5.0,1.0,0.0,15.0,5.0,5.0,26.0,3.0,2.0,7.0,3.0,0.0,5.0,1.0,65.0,0.0,48.0,21.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,26.0
Honduras,1.0,0.0,0.0,125.0,0.0,3.0,4.0,0.0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,8.0,0.0,417.0,0.0,1.0,0.0,2.0,26.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,7.0,0.0,0.0,12.0,2.0,14.0,1.0,24.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,5.0,21.0,0.0,20.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,1.0,1.0,0.0,9.0,3.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,9.0
Iceland,5.0,0.0,0.0,45.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,163.0,1.0,0.0,4.0,10.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,7.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0
Japan,8.0,5.0,5.0,462.0,2.0,13.0,4.0,1.0,20.0,6.0,4.0,12.0,3.0,11.0,3.0,66.0,0.0,3178.0,2.0,1.0,63.0,50.0,49.0,6.0,0.0,62.0,4.0,96.0,244.0,1.0,9.0,1.0,119.0,2.0,0.0,12.0,2.0,237.0,20.0,0.0,9.0,13.0,2.0,1.0,11.0,36.0,53.0,29.0,93.0,55.0,3.0,1.0,176.0,10.0,5.0,129.0,8.0,0.0,11.0,2.0,2.0,0.0,6.0,0.0,19.0,34.0,4.0,73.0,10.0,2.0,1.0,0.0,8.0,43.0,4.0,2.0,21.0,147.0,12.0,0.0,20.0,44.0,4.0,1.0,29.0,14.0,19.0,32.0,43.0,1.0,2.0,6.0,0.0,11.0,3.0,17.0,0.0,110.0,108.0,5.0,2.0,9.0,0.0,5.0,1.0,0.0,49.0,0.0,10.0,23.0,0.0,9.0,0.0,39.0,54.0
United States,5.0,214.0,13.0,1675.0,31.0,143.0,24.0,5.0,169.0,52.0,146.0,101.0,176.0,104.0,169.0,860.0,7.0,29954.0,16.0,13.0,1096.0,338.0,123.0,90.0,11.0,1365.0,20.0,796.0,40.0,0.0,222.0,70.0,469.0,9.0,0.0,25.0,28.0,674.0,245.0,31.0,135.0,85.0,81.0,14.0,210.0,581.0,668.0,13.0,702.0,423.0,52.0,0.0,2697.0,15.0,11.0,10.0,100.0,20.0,145.0,46.0,39.0,2.0,251.0,4.0,337.0,353.0,89.0,956.0,198.0,22.0,1.0,4.0,151.0,153.0,24.0,61.0,254.0,372.0,605.0,10.0,172.0,964.0,52.0,27.0,182.0,174.0,271.0,758.0,478.0,31.0,14.0,37.0,0.0,83.0,28.0,377.0,8.0,718.0,319.0,126.0,101.0,144.0,4.0,19.0,75.0,7.0,433.0,7.0,240.0,352.0,2.0,154.0,2.0,206.0,550.0
China,3.0,24.0,13.0,551.0,6.0,37.0,16.0,0.0,37.0,3.0,25.0,18.0,25.0,46.0,6.0,829.0,5.0,24076.0,16.0,2.0,101.0,84.0,50.0,42.0,2.0,580.0,106.0,404.0,38.0,1.0,22.0,9.0,214.0,2.0,0.0,9.0,4.0,166.0,47.0,13.0,23.0,11.0,18.0,20.0,49.0,232.0,129.0,228.0,159.0,62.0,4.0,0.0,954.0,50.0,9.0,10.0,18.0,4.0,29.0,6.0,32.0,5.0,11.0,2.0,341.0,116.0,75.0,580.0,49.0,11.0,9.0,25.0,10.0,2026.0,2.0,14.0,118.0,4213.0,76.0,4.0,25.0,155.0,30.0,6.0,46.0,15.0,760.0,71.0,100.0,4.0,4.0,29.0,0.0,32.0,2.0,145.0,1.0,457.0,29.0,25.0,27.0,21.0,1.0,6.0,1.0,2.0,136.0,0.0,69.0,208.0,5.0,11.0,2.0,14.0,151.0
Guernsey,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lebanon,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,5.0,3.0,0.0,351.0,0.0,0.0,2.0,6.0,0.0,139.0,0.0,11.0,0.0,80.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,92.0,41.0,3.0,7.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0,3.0,6.0,0.0,7.0,2.0,0.0,1.0,5.0,0.0,2.0,16.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,17.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,36.0,4.0,0.0,0.0,5.0,3.0
Italy,86.0,17.0,5.0,363.0,13.0,114.0,193.0,2.0,23.0,15.0,25.0,35.0,31.0,15.0,12.0,224.0,1.0,19457.0,1.0,0.0,65.0,248.0,107.0,24.0,0.0,177.0,19.0,59.0,22.0,0.0,48.0,50.0,392.0,1.0,0.0,16.0,1.0,265.0,90.0,3.0,9.0,64.0,3.0,0.0,51.0,237.0,627.0,8.0,633.0,724.0,3.0,0.0,600.0,2.0,7.0,0.0,390.0,20.0,57.0,8.0,197.0,1.0,16.0,3.0,45.0,83.0,7.0,338.0,229.0,8.0,2.0,0.0,15.0,71.0,4.0,33.0,235.0,51.0,117.0,11.0,10.0,309.0,24.0,1.0,91.0,201.0,141.0,210.0,212.0,5.0,75.0,13.0,0.0,11.0,3.0,211.0,1.0,103.0,66.0,37.0,72.0,58.0,6.0,49.0,0.0,2.0,54.0,0.0,76.0,82.0,2.0,303.0,1.0,20.0,87.0
