,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
United States,16.0,275.0,39.0,4756.0,87.0,221.0,90.0,11.0,179.0,115.0,284.0,216.0,334.0,141.0,124.0,1380.0,13.0,44236.0,37.0,33.0,2174.0,905.0,277.0,112.0,21.0,2030.0,35.0,1199.0,112.0,2.0,454.0,105.0,668.0,8.0,1.0,56.0,44.0,1081.0,431.0,60.0,179.0,163.0,93.0,20.0,1024.0,1201.0,1381.0,52.0,1367.0,773.0,58.0,1.0,4565.0,47.0,22.0,10.0,176.0,52.0,212.0,101.0,24.0,4.0,679.0,8.0,697.0,592.0,163.0,1686.0,250.0,40.0,1.0,21.0,397.0,194.0,60.0,77.0,468.0,1000.0,396.0,32.0,457.0,870.0,132.0,43.0,387.0,140.0,896.0,1241.0,1009.0,46.0,24.0,89.0,2.0,133.0,47.0,487.0,25.0,1086.0,556.0,184.0,176.0,217.0,13.0,28.0,57.0,12.0,602.0,25.0,473.0,629.0,6.0,270.0,1.0,407.0,1167.0
Japan,29.0,5.0,3.0,123.0,0.0,9.0,2.0,0.0,25.0,1.0,63.0,11.0,4.0,14.0,7.0,45.0,0.0,2467.0,4.0,2.0,54.0,70.0,30.0,11.0,0.0,49.0,4.0,59.0,177.0,0.0,17.0,2.0,86.0,1.0,0.0,21.0,13.0,227.0,11.0,1.0,12.0,19.0,5.0,0.0,20.0,87.0,79.0,15.0,80.0,54.0,0.0,0.0,295.0,31.0,1.0,52.0,5.0,1.0,31.0,1.0,0.0,0.0,6.0,0.0,28.0,28.0,14.0,94.0,9.0,1.0,0.0,1.0,9.0,34.0,4.0,4.0,22.0,153.0,15.0,2.0,4.0,27.0,2.0,3.0,26.0,15.0,59.0,19.0,20.0,2.0,2.0,8.0,0.0,6.0,0.0,22.0,0.0,97.0,35.0,5.0,2.0,28.0,0.0,0.0,3.0,0.0,42.0,0.0,4.0,40.0,0.0,3.0,0.0,18.0,48.0
France,3.0,7.0,4.0,2049.0,19.0,39.0,38.0,2.0,39.0,5.0,14.0,88.0,15.0,41.0,0.0,142.0,0.0,6006.0,2.0,21.0,98.0,54.0,101.0,128.0,1.0,147.0,17.0,120.0,7.0,1.0,40.0,0.0,845.0,2.0,0.0,6.0,3.0,205.0,165.0,2.0,14.0,35.0,3.0,1.0,45.0,64.0,102.0,11.0,47.0,9.0,0.0,0.0,1473.0,5.0,6.0,0.0,32.0,2.0,60.0,20.0,174.0,0.0,146.0,3.0,53.0,74.0,7.0,223.0,42.0,6.0,0.0,1.0,14.0,29.0,6.0,19.0,17.0,21.0,34.0,10.0,22.0,31.0,54.0,2.0,41.0,8.0,81.0,45.0,388.0,1.0,3.0,14.0,1.0,96.0,22.0,152.0,1.0,73.0,30.0,27.0,11.0,30.0,7.0,5.0,0.0,4.0,129.0,0.0,64.0,40.0,1.0,4.0,1.0,47.0,193.0
India,1.0,45.0,6.0,247.0,1.0,17.0,12.0,1.0,4.0,1.0,26.0,167.0,8.0,122.0,23.0,322.0,2.0,9429.0,4.0,1.0,300.0,42.0,351.0,27.0,1.0,154.0,10.0,122.0,5.0,0.0,15.0,3.0,67.0,1.0,2.0,76.0,7.0,420.0,36.0,13.0,29.0,23.0,11.0,1.0,71.0,170.0,140.0,12.0,88.0,43.0,9.0,0.0,681.0,98.0,0.0,8.0,6.0,55.0,227.0,38.0,0.0,0.0,17.0,0.0,79.0,339.0,7.0,876.0,19.0,3.0,8.0,19.0,52.0,27.0,1.0,7.0,26.0,42.0,252.0,2.0,94.0,52.0,9.0,1.0,106.0,36.0,128.0,101.0,50.0,0.0,5.0,18.0,0.0,70.0,6.0,54.0,1.0,190.0,18.0,1.0,17.0,13.0,0.0,7.0,8.0,2.0,279.0,0.0,288.0,84.0,60.0,36.0,1.0,56.0,193.0
Italy,27.0,8.0,3.0,503.0,29.0,81.0,198.0,0.0,49.0,21.0,12.0,116.0,31.0,15.0,0.0,313.0,1.0,28466.0,1.0,3.0,65.0,121.0,117.0,79.0,0.0,263.0,8.0,83.0,24.0,0.0,59.0,31.0,411.0,2.0,0.0,45.0,4.0,314.0,134.0,4.0,14.0,40.0,5.0,1.0,66.0,327.0,769.0,30.0,614.0,647.0,1.0,0.0,519.0,2.0,1.0,1.0,165.0,19.0,95.0,4.0,5.0,0.0,49.0,0.0,65.0,123.0,15.0,1052.0,286.0,12.0,0.0,0.0,30.0,124.0,1.0,56.0,193.0,154.0,167.0,4.0,40.0,136.0,124.0,2.0,102.0,282.0,571.0,370.0,238.0,2.0,25.0,5.0,0.0,88.0,3.0,302.0,2.0,302.0,101.0,14.0,82.0,37.0,3.0,14.0,1.0,11.0,123.0,0.0,82.0,117.0,2.0,335.0,0.0,31.0,195.0
"Venezuela, Bolivarian Republic of",1.0,0.0,1.0,4.0,0.0,3.0,5.0,0.0,0.0,6.0,23.0,2.0,2.0,2.0,0.0,8.0,0.0,1025.0,0.0,0.0,9.0,6.0,17.0,12.0,0.0,23.0,0.0,4.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,19.0,13.0,0.0,7.0,2.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0.0,1.0,0.0,2.0,56.0,1.0,158.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,5.0,76.0,0.0,9.0,0.0,1.0,0.0,34.0,61.0,2.0,35.0,2.0,0.0,10.0,2.0,0.0,0.0,1.0,21.0,0.0,36.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,51.0,0.0,4.0,2.0,0.0,0.0,0.0,32.0,18.0
Spain,103.0,21.0,2.0,888.0,53.0,152.0,120.0,0.0,37.0,59.0,121.0,33.0,108.0,126.0,1.0,245.0,37.0,10865.0,3.0,2.0,146.0,87.0,126.0,111.0,16.0,796.0,42.0,80.0,19.0,0.0,65.0,15.0,192.0,4.0,0.0,7.0,67.0,297.0,73.0,5.0,49.0,71.0,26.0,0.0,371.0,325.0,479.0,75.0,427.0,83.0,1.0,0.0,628.0,0.0,1.0,3.0,54.0,39.0,88.0,17.0,23.0,5.0,164.0,8.0,111.0,127.0,56.0,317.0,179.0,0.0,1.0,0.0,14.0,58.0,54.0,5.0,24.0,83.0,60.0,22.0,122.0,39.0,12.0,2.0,47.0,15.0,65.0,406.0,256.0,2.0,156.0,6.0,0.0,52.0,10.0,478.0,6.0,209.0,148.0,39.0,11.0,56.0,1.0,20.0,12.0,0.0,313.0,12.0,48.0,137.0,2.0,91.0,0.0,62.0,238.0
Brazil,2.0,2.0,11.0,84.0,6.0,102.0,61.0,0.0,11.0,65.0,83.0,455.0,9.0,25.0,2.0,116.0,0.0,6700.0,2.0,1.0,29.0,70.0,1141.0,38.0,1.0,71.0,2.0,37.0,4.0,0.0,36.0,28.0,116.0,9.0,0.0,28.0,0.0,134.0,16.0,18.0,12.0,35.0,4.0,0.0,73.0,277.0,129.0,21.0,170.0,77.0,12.0,1.0,624.0,14.0,1.0,0.0,1.0,87.0,286.0,78.0,0.0,0.0,10.0,2.0,31.0,227.0,3.0,1534.0,81.0,0.0,1.0,0.0,7.0,21.0,38.0,0.0,35.0,40.0,292.0,3.0,253.0,26.0,42.0,1.0,167.0,186.0,62.0,140.0,70.0,1.0,12.0,68.0,1.0,10.0,12.0,180.0,6.0,688.0,115.0,12.0,54.0,78.0,3.0,4.0,6.0,3.0,128.0,0.0,50.0,107.0,3.0,11.0,0.0,250.0,951.0
Cuba,1.0,1.0,0.0,5.0,1.0,0.0,10.0,0.0,0.0,3.0,15.0,10.0,0.0,13.0,0.0,40.0,0.0,1691.0,1.0,0.0,1.0,2.0,152.0,3.0,1.0,40.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,9.0,5.0,3.0,1.0,28.0,17.0,0.0,8.0,62.0,4.0,0.0,3.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,2.0,0.0,0.0,6.0,5.0,0.0,7.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,18.0,0.0,2.0,1.0,4.0,0.0,7.0,6.0,6.0,13.0,2.0,0.0,14.0,2.0,0.0,0.0,0.0,11.0,1.0,4.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0,21.0,0.0,6.0,0.0,6.0,56.0
United Kingdom,2.0,31.0,8.0,1391.0,26.0,36.0,25.0,1.0,152.0,31.0,278.0,61.0,102.0,73.0,13.0,403.0,70.0,13573.0,9.0,11.0,355.0,171.0,99.0,162.0,10.0,975.0,11.0,470.0,45.0,0.0,85.0,15.0,247.0,4.0,0.0,26.0,21.0,811.0,109.0,13.0,225.0,60.0,12.0,1.0,876.0,405.0,512.0,80.0,370.0,173.0,7.0,0.0,2431.0,42.0,5.0,255.0,72.0,28.0,108.0,40.0,17.0,0.0,121.0,3.0,271.0,181.0,89.0,692.0,188.0,25.0,1.0,2.0,276.0,88.0,14.0,29.0,96.0,137.0,337.0,6.0,65.0,388.0,19.0,4.0,197.0,53.0,243.0,428.0,448.0,3.0,42.0,21.0,3.0,116.0,47.0,497.0,1.0,236.0,104.0,65.0,36.0,47.0,11.0,5.0,27.0,6.0,197.0,1.0,275.0,444.0,14.0,4.0,0.0,112.0,282.0
Belgium,3.0,1.0,0.0,203.0,0.0,1.0,24.0,0.0,3.0,1.0,12.0,2.0,4.0,4.0,2.0,34.0,0.0,1340.0,1.0,1.0,16.0,22.0,5.0,10.0,0.0,73.0,1.0,13.0,8.0,0.0,9.0,0.0,69.0,0.0,0.0,1.0,0.0,131.0,100.0,1.0,2.0,3.0,1.0,0.0,9.0,10.0,10.0,1.0,33.0,12.0,1.0,0.0,181.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,6.0,0.0,22.0,0.0,5.0,22.0,2.0,49.0,11.0,0.0,0.0,0.0,13.0,7.0,0.0,1.0,13.0,11.0,17.0,2.0,4.0,37.0,1.0,1.0,11.0,7.0,25.0,32.0,653.0,1.0,6.0,1.0,1.0,9.0,2.0,58.0,0.0,28.0,15.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,33.0,0.0,16.0,18.0,0.0,2.0,0.0,10.0,20.0
Argentina,8.0,2.0,0.0,58.0,11.0,47.0,86.0,0.0,2.0,51.0,21.0,20.0,0.0,18.0,1.0,821.0,0.0,13853.0,10.0,0.0,25.0,30.0,140.0,27.0,0.0,120.0,8.0,9.0,7.0,0.0,18.0,3.0,42.0,2.0,0.0,18.0,0.0,21.0,11.0,1.0,1.0,25.0,85.0,0.0,173.0,140.0,71.0,3.0,33.0,5.0,0.0,0.0,207.0,0.0,0.0,0.0,5.0,18.0,888.0,11.0,0.0,1.0,3.0,1.0,15.0,31.0,1.0,249.0,12.0,0.0,1.0,0.0,5.0,4.0,1.0,36.0,25.0,37.0,66.0,16.0,93.0,54.0,7.0,0.0,68.0,106.0,38.0,106.0,11.0,0.0,14.0,3.0,0.0,11.0,1.0,71.0,0.0,288.0,19.0,5.0,4.0,12.0,0.0,85.0,2.0,1.0,71.0,0.0,21.0,52.0,0.0,9.0,0.0,40.0,102.0
Portugal,10.0,3.0,0.0,174.0,1.0,11.0,8.0,0.0,4.0,0.0,31.0,16.0,5.0,3.0,0.0,68.0,1.0,2580.0,0.0,0.0,12.0,15.0,88.0,2.0,0.0,117.0,0.0,18.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,3.0,0.0,41.0,7.0,2.0,13.0,2.0,0.0,0.0,22.0,44.0,66.0,2.0,29.0,9.0,2.0,0.0,134.0,1.0,0.0,2.0,39.0,3.0,13.0,2.0,0.0,0.0,2.0,1.0,12.0,57.0,0.0,206.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,16.0,17.0,26.0,1.0,37.0,8.0,6.0,0.0,14.0,11.0,20.0,81.0,24.0,0.0,6.0,3.0,0.0,6.0,5.0,90.0,0.0,204.0,18.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,47.0,0.0,11.0,24.0,0.0,1.0,0.0,18.0,46.0
Chile,1.0,0.0,1.0,13.0,2.0,2.0,15.0,0.0,3.0,7.0,5.0,3.0,1.0,3.0,0.0,24.0,0.0,1373.0,0.0,0.0,3.0,10.0,20.0,6.0,1.0,9.0,5.0,8.0,2.0,0.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,2.0,2.0,10.0,0.0,42.0,8.0,7.0,0.0,9.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,0.0,0.0,1.0,0.0,4.0,9.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,11.0,2.0,6.0,46.0,4.0,0.0,2.0,4.0,9.0,18.0,5.0,0.0,2.0,4.0,0.0,1.0,0.0,22.0,0.0,22.0,11.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,10.0
Russian Federation,2.0,174.0,0.0,374.0,6.0,47.0,101.0,0.0,6.0,1.0,73.0,14.0,11.0,224.0,3.0,92.0,35.0,6436.0,6.0,2.0,322.0,32.0,30.0,493.0,3.0,378.0,55.0,76.0,19.0,25.0,4.0,14.0,70.0,0.0,0.0,1.0,8.0,264.0,37.0,1.0,9.0,7.0,88.0,1.0,85.0,45.0,57.0,9.0,30.0,42.0,1.0,0.0,862.0,2.0,1.0,6.0,1.0,5.0,25.0,68.0,2.0,1.0,246.0,0.0,29.0,48.0,8.0,326.0,32.0,20.0,0.0,0.0,31.0,8.0,2.0,15.0,22.0,97.0,178.0,13.0,203.0,31.0,33.0,0.0,117.0,81.0,124.0,50.0,29.0,1.0,9.0,5.0,0.0,12.0,6.0,47.0,2.0,62.0,76.0,5.0,48.0,32.0,0.0,28.0,5.0,0.0,222.0,40.0,163.0,53.0,0.0,33.0,0.0,70.0,58.0
Costa Rica,1.0,1.0,5.0,6.0,0.0,9.0,11.0,0.0,1.0,4.0,4.0,3.0,2.0,5.0,0.0,7.0,0.0,772.0,7.0,0.0,6.0,2.0,35.0,3.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,10.0,3.0,0.0,23.0,15.0,8.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,4.0,1.0,0.0,11.0,11.0,4.0,14.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,6.0,0.0,14.0,6.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,19.0
Philippines,1.0,1.0,3.0,224.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,19.0,3.0,42.0,3.0,1288.0,1.0,0.0,20.0,1.0,381.0,3.0,1.0,33.0,0.0,343.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,44.0,2.0,1.0,0.0,2.0,3.0,0.0,4.0,17.0,55.0,1.0,8.0,4.0,4.0,0.0,80.0,5.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,9.0,13.0,3.0,52.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,21.0,19.0,0.0,34.0,2.0,0.0,0.0,2.0,5.0,8.0,26.0,12.0,14.0,0.0,27.0,0.0,0.0,3.0,7.0,1.0,7.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,14.0,0.0,37.0,5.0,0.0,1.0,1.0,5.0,11.0
"Congo, The Democratic Republic of the",1.0,13.0,4.0,17.0,1.0,2.0,5.0,0.0,0.0,2.0,16.0,0.0,2.0,22.0,3.0,7.0,63.0,321.0,0.0,0.0,2.0,5.0,16.0,0.0,3.0,478.0,0.0,36.0,4.0,0.0,1.0,0.0,13.0,0.0,0.0,3.0,3.0,36.0,3.0,1.0,3.0,1.0,2.0,0.0,25.0,5.0,6.0,4.0,33.0,11.0,1.0,0.0,35.0,0.0,1.0,0.0,1.0,1.0,9.0,4.0,0.0,0.0,5.0,0.0,5.0,41.0,3.0,119.0,4.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,6.0,73.0,8.0,4.0,6.0,1.0,1.0,16.0,5.0,20.0,14.0,10.0,0.0,2.0,2.0,0.0,5.0,9.0,23.0,0.0,20.0,3.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,26.0,0.0,18.0,3.0,1.0,1.0,3.0,31.0,18.0
Croatia,1.0,64.0,0.0,21.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,11.0,0.0,294.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,17.0,9.0,9.0,3.0,6.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,7.0,3.0,2.0,0.0,0.0,9.0,3.0,6.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0
Netherlands,4.0,1.0,1.0,689.0,1.0,14.0,3.0,1.0,5.0,0.0,20.0,4.0,7.0,3.0,1.0,22.0,0.0,983.0,1.0,3.0,12.0,21.0,7.0,7.0,0.0,39.0,0.0,40.0,8.0,0.0,3.0,0.0,41.0,3.0,0.0,0.0,1.0,26.0,5.0,1.0,3.0,2.0,0.0,0.0,14.0,32.0,16.0,3.0,25.0,17.0,0.0,0.0,126.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,32.0,0.0,22.0,9.0,2.0,35.0,17.0,5.0,0.0,0.0,8.0,5.0,0.0,5.0,17.0,14.0,18.0,21.0,11.0,31.0,1.0,0.0,22.0,14.0,17.0,25.0,39.0,0.0,2.0,0.0,1.0,3.0,7.0,28.0,0.0,27.0,8.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,29.0,0.0,41.0,20.0,0.0,0.0,0.0,5.0,14.0
Azerbaijan,1.0,9.0,0.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,19.0,0.0,767.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,23.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,4.0,11.0,0.0,0.0,9.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Romania,2.0,2.0,0.0,142.0,16.0,41.0,30.0,0.0,2.0,0.0,28.0,1.0,3.0,8.0,0.0,57.0,0.0,1436.0,1.0,7.0,19.0,12.0,4.0,7.0,0.0,33.0,5.0,18.0,2.0,0.0,4.0,0.0,46.0,5.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,4.0,0.0,0.0,19.0,24.0,32.0,2.0,11.0,12.0,0.0,0.0,168.0,1.0,0.0,0.0,0.0,1.0,12.0,11.0,4.0,0.0,40.0,0.0,6.0,7.0,1.0,16.0,6.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,4.0,11.0,39.0,0.0,24.0,1.0,3.0,0.0,18.0,3.0,371.0,59.0,80.0,0.0,2.0,0.0,0.0,4.0,0.0,84.0,0.0,6.0,12.0,0.0,0.0,6.0,0.0,31.0,2.0,0.0,48.0,0.0,18.0,67.0,0.0,6.0,0.0,5.0,14.0
Thailand,1.0,6.0,2.0,43.0,4.0,25.0,0.0,0.0,3.0,0.0,7.0,21.0,4.0,8.0,0.0,20.0,1.0,927.0,2.0,0.0,21.0,7.0,65.0,16.0,0.0,38.0,6.0,113.0,1.0,2.0,3.0,0.0,21.0,0.0,0.0,4.0,0.0,78.0,3.0,1.0,9.0,1.0,1.0,1.0,11.0,14.0,147.0,25.0,23.0,5.0,3.0,0.0,89.0,1.0,0.0,0.0,4.0,5.0,5.0,11.0,1.0,0.0,22.0,1.0,58.0,29.0,1.0,21.0,5.0,10.0,1.0,0.0,0.0,9.0,1.0,6.0,6.0,77.0,8.0,0.0,25.0,3.0,10.0,0.0,21.0,7.0,11.0,49.0,10.0,0.0,0.0,1.0,0.0,19.0,2.0,2.0,1.0,13.0,11.0,1.0,6.0,7.0,0.0,2.0,0.0,1.0,135.0,9.0,4.0,12.0,0.0,11.0,0.0,11.0,32.0
Kenya,4.0,3.0,2.0,10.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,23.0,3.0,12.0,23.0,8.0,1.0,502.0,0.0,0.0,11.0,4.0,17.0,0.0,2.0,88.0,6.0,26.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,2.0,22.0,8.0,0.0,10.0,2.0,2.0,0.0,1.0,20.0,6.0,0.0,5.0,5.0,3.0,0.0,25.0,0.0,1.0,2.0,0.0,4.0,11.0,0.0,0.0,1.0,2.0,1.0,7.0,144.0,26.0,67.0,2.0,3.0,0.0,0.0,0.0,1.0,8.0,1.0,5.0,6.0,17.0,2.0,12.0,25.0,2.0,0.0,8.0,4.0,2.0,25.0,5.0,0.0,0.0,18.0,0.0,3.0,17.0,1.0,0.0,7.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,31.0,0.0,26.0,5.0,7.0,0.0,0.0,104.0,41.0
Jordan,1.0,0.0,0.0,11.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,351.0,1.0,1.0,14.0,1.0,1.0,44.0,0.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,5.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,8.0,0.0,2.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,13.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,1.0,1.0,3.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,470.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
