,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Spain,60.0,18.0,4.0,1053.0,5.0,223.0,124.0,9.0,38.0,80.0,47.0,48.0,88.0,43.0,19.0,222.0,2.0,9682.0,1.0,9.0,92.0,67.0,129.0,184.0,1.0,483.0,27.0,112.0,10.0,0.0,41.0,6.0,180.0,15.0,0.0,13.0,6.0,288.0,79.0,7.0,53.0,77.0,16.0,4.0,69.0,371.0,497.0,22.0,626.0,157.0,0.0,0.0,537.0,1.0,7.0,3.0,89.0,81.0,91.0,12.0,42.0,3.0,29.0,5.0,50.0,127.0,97.0,208.0,232.0,0.0,0.0,1.0,10.0,30.0,5.0,3.0,69.0,76.0,106.0,10.0,129.0,64.0,6.0,1.0,154.0,21.0,41.0,453.0,460.0,1.0,175.0,18.0,0.0,46.0,31.0,967.0,2.0,367.0,91.0,38.0,17.0,78.0,6.0,31.0,39.0,1.0,298.0,0.0,52.0,49.0,4.0,214.0,0.0,41.0,220.0
Norway,3.0,2.0,0.0,66.0,0.0,3.0,1.0,0.0,11.0,0.0,0.0,1.0,4.0,9.0,0.0,4.0,0.0,340.0,0.0,0.0,7.0,4.0,2.0,7.0,0.0,14.0,8.0,11.0,1.0,0.0,17.0,0.0,11.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,28.0,26.0,42.0,0.0,8.0,1.0,1.0,0.0,65.0,0.0,0.0,0.0,13.0,1.0,10.0,2.0,7.0,0.0,9.0,0.0,6.0,6.0,0.0,41.0,0.0,1.0,0.0,0.0,14.0,13.0,0.0,0.0,5.0,0.0,8.0,0.0,3.0,55.0,1.0,0.0,1.0,0.0,6.0,3.0,83.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,20.0,8.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,16.0,5.0,2.0,5.0,1.0,0.0,0.0,3.0,9.0
South Africa,1.0,0.0,1.0,162.0,3.0,0.0,7.0,0.0,2.0,3.0,1.0,0.0,3.0,72.0,8.0,33.0,2.0,1003.0,0.0,0.0,9.0,4.0,6.0,3.0,0.0,88.0,0.0,31.0,1.0,0.0,0.0,1.0,74.0,4.0,0.0,2.0,1.0,26.0,11.0,0.0,6.0,0.0,1.0,0.0,4.0,13.0,3.0,7.0,3.0,0.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,59.0,20.0,210.0,5.0,0.0,0.0,0.0,8.0,0.0,2.0,17.0,6.0,16.0,5.0,1.0,11.0,5.0,3.0,0.0,10.0,1.0,75.0,22.0,6.0,1.0,4.0,3.0,0.0,4.0,3.0,8.0,0.0,6.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,91.0,0.0,23.0,7.0,1.0,2.0,0.0,9.0,14.0
Japan,8.0,9.0,4.0,610.0,2.0,14.0,4.0,1.0,33.0,7.0,27.0,11.0,6.0,14.0,12.0,96.0,0.0,4306.0,1.0,1.0,70.0,62.0,54.0,10.0,0.0,75.0,5.0,126.0,291.0,1.0,8.0,2.0,125.0,3.0,0.0,16.0,1.0,263.0,24.0,0.0,9.0,9.0,2.0,1.0,11.0,44.0,70.0,17.0,103.0,64.0,0.0,1.0,287.0,6.0,4.0,196.0,75.0,2.0,13.0,2.0,1.0,0.0,11.0,0.0,33.0,55.0,4.0,131.0,15.0,2.0,1.0,0.0,14.0,38.0,7.0,2.0,29.0,148.0,15.0,1.0,12.0,80.0,7.0,1.0,33.0,21.0,37.0,32.0,48.0,1.0,1.0,10.0,0.0,20.0,8.0,19.0,0.0,178.0,121.0,9.0,2.0,9.0,0.0,5.0,1.0,0.0,65.0,0.0,9.0,24.0,0.0,9.0,0.0,38.0,65.0
Namibia,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
Peru,2.0,0.0,2.0,454.0,1.0,8.0,6.0,0.0,5.0,6.0,2.0,7.0,2.0,5.0,0.0,31.0,0.0,1823.0,0.0,0.0,3.0,5.0,151.0,13.0,3.0,15.0,0.0,16.0,1.0,0.0,2.0,1.0,22.0,2.0,0.0,4.0,0.0,13.0,0.0,2.0,1.0,10.0,4.0,0.0,28.0,49.0,14.0,1.0,17.0,1.0,1.0,0.0,130.0,0.0,1.0,0.0,0.0,8.0,17.0,8.0,0.0,1.0,7.0,0.0,6.0,22.0,6.0,92.0,22.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,18.0,38.0,0.0,81.0,4.0,4.0,0.0,54.0,8.0,6.0,51.0,26.0,0.0,6.0,9.0,0.0,2.0,2.0,170.0,1.0,23.0,15.0,0.0,14.0,1.0,0.0,0.0,3.0,2.0,30.0,0.0,24.0,8.0,0.0,0.0,0.0,12.0,65.0
Iceland,4.0,0.0,0.0,50.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,190.0,2.0,0.0,4.0,9.0,1.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,7.0,5.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0
Italy,93.0,17.0,5.0,558.0,9.0,149.0,191.0,2.0,53.0,26.0,26.0,58.0,52.0,17.0,12.0,266.0,1.0,23488.0,0.0,2.0,84.0,318.0,85.0,33.0,1.0,231.0,55.0,76.0,29.0,0.0,43.0,37.0,398.0,1.0,0.0,27.0,2.0,272.0,102.0,5.0,16.0,88.0,5.0,1.0,53.0,288.0,739.0,9.0,766.0,873.0,15.0,0.0,711.0,2.0,7.0,0.0,462.0,19.0,79.0,6.0,186.0,0.0,14.0,1.0,94.0,112.0,11.0,447.0,395.0,11.0,0.0,0.0,30.0,96.0,9.0,38.0,280.0,69.0,146.0,11.0,15.0,436.0,15.0,1.0,91.0,274.0,174.0,337.0,298.0,3.0,123.0,18.0,0.0,33.0,10.0,184.0,3.0,142.0,103.0,37.0,56.0,73.0,15.0,156.0,5.0,3.0,68.0,0.0,76.0,90.0,0.0,204.0,1.0,22.0,115.0
Hong Kong,1.0,5.0,1.0,222.0,2.0,26.0,3.0,0.0,9.0,3.0,1.0,9.0,4.0,6.0,9.0,92.0,2.0,3735.0,1.0,0.0,111.0,11.0,20.0,8.0,2.0,126.0,1.0,102.0,8.0,0.0,23.0,9.0,34.0,0.0,0.0,3.0,0.0,116.0,34.0,1.0,9.0,4.0,11.0,0.0,13.0,92.0,40.0,15.0,60.0,14.0,4.0,0.0,241.0,2.0,0.0,4.0,4.0,7.0,4.0,3.0,0.0,0.0,18.0,0.0,29.0,15.0,7.0,48.0,9.0,0.0,0.0,3.0,8.0,69.0,1.0,4.0,25.0,74.0,12.0,0.0,9.0,18.0,9.0,1.0,13.0,3.0,100.0,31.0,38.0,3.0,2.0,1.0,2.0,8.0,1.0,8.0,1.0,145.0,9.0,6.0,3.0,6.0,0.0,0.0,4.0,2.0,24.0,1.0,21.0,441.0,1.0,7.0,0.0,7.0,26.0
France,2.0,59.0,1.0,1975.0,8.0,57.0,29.0,0.0,28.0,4.0,10.0,114.0,64.0,77.0,23.0,153.0,1.0,5765.0,1.0,8.0,118.0,60.0,182.0,139.0,8.0,179.0,6.0,196.0,6.0,0.0,58.0,4.0,321.0,5.0,0.0,2.0,3.0,252.0,67.0,1.0,99.0,16.0,3.0,0.0,30.0,158.0,115.0,10.0,84.0,15.0,1.0,0.0,1535.0,1.0,2.0,0.0,20.0,5.0,71.0,25.0,170.0,0.0,64.0,1.0,101.0,81.0,11.0,168.0,99.0,4.0,1.0,1.0,118.0,28.0,8.0,15.0,67.0,32.0,47.0,12.0,59.0,182.0,7.0,2.0,47.0,7.0,56.0,199.0,240.0,2.0,8.0,24.0,4.0,25.0,23.0,141.0,1.0,90.0,83.0,23.0,6.0,48.0,0.0,8.0,2.0,1.0,122.0,0.0,77.0,64.0,6.0,22.0,3.0,53.0,164.0
