,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Spain,98.0,32.0,3.0,814.0,58.0,209.0,104.0,5.0,30.0,57.0,64.0,41.0,116.0,88.0,8.0,204.0,37.0,9117.0,2.0,0.0,110.0,63.0,95.0,73.0,16.0,588.0,31.0,59.0,11.0,1.0,38.0,8.0,143.0,7.0,0.0,10.0,2.0,192.0,67.0,18.0,79.0,24.0,25.0,0.0,166.0,297.0,474.0,32.0,387.0,98.0,1.0,0.0,453.0,0.0,7.0,3.0,115.0,54.0,71.0,10.0,31.0,3.0,141.0,17.0,53.0,124.0,9.0,202.0,126.0,5.0,1.0,0.0,19.0,54.0,9.0,1.0,50.0,94.0,78.0,6.0,150.0,39.0,16.0,0.0,45.0,18.0,32.0,413.0,255.0,1.0,119.0,7.0,0.0,47.0,23.0,892.0,4.0,296.0,160.0,48.0,15.0,77.0,1.0,27.0,41.0,1.0,228.0,2.0,50.0,90.0,2.0,229.0,0.0,60.0,258.0
Italy,48.0,6.0,4.0,396.0,34.0,93.0,204.0,0.0,29.0,8.0,20.0,98.0,38.0,15.0,11.0,304.0,2.0,24699.0,2.0,1.0,80.0,218.0,178.0,30.0,0.0,222.0,3.0,59.0,23.0,0.0,44.0,74.0,543.0,1.0,0.0,38.0,0.0,434.0,146.0,2.0,17.0,41.0,5.0,0.0,58.0,261.0,780.0,20.0,767.0,883.0,1.0,0.0,517.0,2.0,8.0,0.0,418.0,19.0,70.0,6.0,190.0,1.0,43.0,3.0,41.0,117.0,14.0,632.0,241.0,9.0,2.0,0.0,30.0,98.0,2.0,32.0,242.0,94.0,139.0,12.0,17.0,214.0,127.0,0.0,114.0,226.0,228.0,266.0,185.0,5.0,45.0,12.0,0.0,86.0,2.0,415.0,3.0,141.0,67.0,32.0,122.0,51.0,1.0,37.0,1.0,3.0,126.0,0.0,90.0,94.0,2.0,582.0,1.0,33.0,171.0
Portugal,10.0,2.0,1.0,161.0,0.0,22.0,13.0,0.0,24.0,1.0,8.0,4.0,6.0,4.0,0.0,51.0,0.0,2121.0,0.0,0.0,22.0,27.0,19.0,1.0,0.0,41.0,0.0,15.0,0.0,0.0,3.0,1.0,41.0,0.0,0.0,1.0,0.0,21.0,5.0,1.0,9.0,5.0,0.0,0.0,2.0,22.0,58.0,1.0,15.0,9.0,1.0,0.0,93.0,1.0,0.0,0.0,27.0,3.0,11.0,0.0,0.0,0.0,0.0,1.0,8.0,23.0,0.0,112.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,5.0,22.0,0.0,18.0,4.0,1.0,0.0,5.0,5.0,14.0,52.0,16.0,1.0,6.0,0.0,0.0,6.0,9.0,82.0,0.0,55.0,7.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,29.0,0.0,21.0,6.0,0.0,1.0,0.0,17.0,27.0
Argentina,4.0,11.0,0.0,37.0,4.0,43.0,88.0,0.0,8.0,41.0,24.0,23.0,9.0,20.0,3.0,29.0,0.0,2075.0,0.0,2.0,30.0,24.0,89.0,10.0,0.0,93.0,14.0,11.0,10.0,0.0,8.0,2.0,42.0,2.0,0.0,15.0,0.0,29.0,7.0,3.0,5.0,21.0,345.0,0.0,47.0,93.0,49.0,3.0,34.0,5.0,1.0,0.0,89.0,0.0,0.0,0.0,188.0,35.0,858.0,32.0,0.0,0.0,1.0,1.0,7.0,25.0,1.0,168.0,17.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,43.0,143.0,173.0,0.0,75.0,51.0,10.0,0.0,87.0,258.0,19.0,128.0,12.0,13.0,10.0,3.0,0.0,10.0,2.0,108.0,0.0,192.0,28.0,4.0,9.0,18.0,0.0,50.0,10.0,0.0,71.0,0.0,30.0,32.0,0.0,12.0,0.0,48.0,110.0
Papua New Guinea,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
United States,8.0,205.0,19.0,1835.0,56.0,155.0,33.0,9.0,158.0,80.0,230.0,128.0,254.0,105.0,144.0,1060.0,9.0,35102.0,12.0,20.0,1390.0,546.0,174.0,90.0,17.0,1477.0,21.0,947.0,67.0,1.0,233.0,94.0,531.0,5.0,1.0,39.0,34.0,883.0,330.0,28.0,140.0,117.0,89.0,14.0,621.0,832.0,957.0,27.0,1016.0,625.0,59.0,0.0,3207.0,28.0,12.0,11.0,179.0,26.0,181.0,56.0,58.0,1.0,482.0,7.0,470.0,416.0,119.0,1242.0,181.0,19.0,0.0,18.0,201.0,176.0,31.0,54.0,317.0,655.0,622.0,17.0,296.0,847.0,69.0,24.0,276.0,115.0,511.0,1141.0,676.0,50.0,23.0,49.0,1.0,106.0,41.0,488.0,12.0,793.0,486.0,157.0,143.0,144.0,12.0,33.0,61.0,8.0,495.0,15.0,366.0,411.0,2.0,324.0,2.0,274.0,724.0
Croatia,2.0,64.0,0.0,37.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,341.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,6.0,11.0,0.0,6.0,2.0,0.0,0.0,29.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,1.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,4.0,3.0,108.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,9.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
Netherlands,10.0,3.0,2.0,822.0,1.0,21.0,4.0,1.0,11.0,2.0,6.0,6.0,8.0,2.0,1.0,11.0,0.0,994.0,2.0,3.0,23.0,22.0,7.0,8.0,0.0,47.0,3.0,26.0,3.0,0.0,6.0,3.0,42.0,3.0,0.0,0.0,0.0,21.0,8.0,1.0,10.0,7.0,0.0,0.0,9.0,37.0,26.0,5.0,23.0,14.0,0.0,0.0,98.0,0.0,2.0,0.0,44.0,0.0,9.0,2.0,0.0,0.0,13.0,0.0,17.0,10.0,3.0,23.0,37.0,3.0,0.0,0.0,17.0,7.0,2.0,2.0,17.0,13.0,15.0,6.0,11.0,26.0,0.0,3.0,29.0,10.0,13.0,40.0,38.0,0.0,20.0,0.0,0.0,4.0,9.0,15.0,0.0,23.0,8.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,30.0,0.0,9.0,13.0,0.0,2.0,0.0,5.0,17.0
Japan,34.0,5.0,6.0,141.0,1.0,19.0,0.0,0.0,32.0,2.0,9.0,5.0,5.0,12.0,4.0,55.0,0.0,3087.0,3.0,1.0,47.0,75.0,25.0,6.0,0.0,61.0,2.0,79.0,260.0,1.0,18.0,2.0,107.0,1.0,0.0,20.0,3.0,282.0,16.0,0.0,11.0,16.0,4.0,1.0,9.0,56.0,65.0,30.0,91.0,61.0,3.0,1.0,205.0,12.0,5.0,87.0,3.0,0.0,23.0,1.0,2.0,0.0,6.0,0.0,18.0,27.0,11.0,84.0,8.0,2.0,1.0,1.0,7.0,42.0,6.0,3.0,23.0,175.0,8.0,0.0,20.0,39.0,2.0,1.0,30.0,12.0,42.0,32.0,24.0,0.0,3.0,7.0,0.0,16.0,0.0,12.0,0.0,115.0,98.0,5.0,2.0,7.0,0.0,1.0,3.0,0.0,33.0,0.0,10.0,37.0,0.0,6.0,0.0,16.0,36.0
Brazil,1.0,2.0,10.0,80.0,7.0,79.0,41.0,0.0,4.0,36.0,98.0,260.0,10.0,12.0,3.0,88.0,0.0,5399.0,1.0,18.0,21.0,51.0,343.0,16.0,1.0,47.0,3.0,43.0,2.0,0.0,11.0,42.0,83.0,9.0,0.0,14.0,0.0,162.0,22.0,8.0,9.0,116.0,4.0,1.0,38.0,305.0,100.0,14.0,119.0,112.0,11.0,1.0,290.0,2.0,1.0,4.0,1.0,84.0,150.0,35.0,0.0,0.0,13.0,1.0,20.0,88.0,1.0,958.0,231.0,0.0,2.0,1.0,5.0,31.0,7.0,2.0,48.0,35.0,644.0,1.0,217.0,19.0,35.0,1.0,429.0,328.0,42.0,120.0,36.0,1.0,3.0,49.0,0.0,23.0,9.0,350.0,0.0,467.0,135.0,38.0,66.0,57.0,2.0,3.0,6.0,3.0,100.0,0.0,31.0,148.0,3.0,10.0,0.0,242.0,563.0
