,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Russian Federation,5.0,134.0,0.0,369.0,7.0,38.0,100.0,0.0,6.0,3.0,63.0,13.0,9.0,125.0,3.0,107.0,14.0,6591.0,3.0,2.0,331.0,30.0,30.0,393.0,3.0,352.0,54.0,86.0,31.0,24.0,9.0,13.0,86.0,0.0,0.0,2.0,8.0,266.0,9.0,0.0,9.0,10.0,87.0,1.0,91.0,79.0,55.0,10.0,24.0,10.0,1.0,0.0,1351.0,2.0,1.0,2.0,9.0,2.0,46.0,66.0,1.0,1.0,148.0,0.0,41.0,54.0,5.0,435.0,33.0,19.0,0.0,0.0,27.0,10.0,3.0,20.0,21.0,149.0,190.0,10.0,240.0,44.0,31.0,0.0,130.0,105.0,302.0,62.0,36.0,1.0,17.0,5.0,0.0,8.0,4.0,50.0,2.0,56.0,183.0,5.0,42.0,32.0,0.0,36.0,4.0,0.0,231.0,29.0,151.0,54.0,1.0,27.0,0.0,109.0,53.0
Italy,29.0,8.0,1.0,851.0,11.0,86.0,215.0,1.0,41.0,27.0,14.0,65.0,17.0,16.0,4.0,311.0,0.0,28262.0,0.0,2.0,65.0,72.0,44.0,113.0,1.0,312.0,19.0,83.0,16.0,0.0,67.0,3.0,257.0,4.0,0.0,22.0,4.0,105.0,79.0,6.0,14.0,62.0,3.0,1.0,54.0,364.0,626.0,15.0,400.0,331.0,2.0,0.0,477.0,2.0,0.0,1.0,166.0,24.0,109.0,7.0,4.0,1.0,25.0,0.0,75.0,146.0,14.0,1046.0,264.0,14.0,0.0,0.0,11.0,90.0,16.0,56.0,154.0,179.0,154.0,2.0,47.0,166.0,19.0,2.0,77.0,305.0,851.0,334.0,222.0,2.0,29.0,16.0,0.0,13.0,11.0,175.0,1.0,303.0,99.0,15.0,74.0,24.0,2.0,82.0,0.0,11.0,123.0,1.0,67.0,105.0,1.0,32.0,0.0,23.0,136.0
Japan,8.0,40.0,1.0,250.0,0.0,7.0,3.0,0.0,13.0,1.0,56.0,14.0,3.0,9.0,6.0,37.0,0.0,1975.0,4.0,3.0,55.0,72.0,35.0,14.0,0.0,97.0,3.0,51.0,115.0,0.0,10.0,1.0,69.0,1.0,0.0,11.0,16.0,158.0,15.0,1.0,11.0,12.0,3.0,0.0,21.0,77.0,76.0,13.0,66.0,39.0,0.0,0.0,239.0,40.0,1.0,65.0,3.0,1.0,22.0,2.0,0.0,1.0,4.0,0.0,59.0,29.0,14.0,103.0,8.0,0.0,0.0,0.0,9.0,29.0,6.0,3.0,17.0,166.0,19.0,3.0,3.0,25.0,1.0,2.0,27.0,14.0,56.0,18.0,12.0,2.0,1.0,7.0,0.0,7.0,0.0,35.0,3.0,93.0,49.0,4.0,4.0,27.0,0.0,0.0,2.0,0.0,35.0,0.0,1.0,25.0,0.0,3.0,0.0,19.0,40.0
Albania,1.0,21.0,0.0,260.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,282.0,0.0,2025.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,35.0,2.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,41.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,48.0
Spain,47.0,3.0,3.0,1006.0,15.0,149.0,106.0,0.0,37.0,62.0,123.0,14.0,79.0,78.0,4.0,222.0,4.0,10936.0,2.0,3.0,113.0,87.0,131.0,158.0,3.0,563.0,36.0,73.0,22.0,0.0,87.0,14.0,167.0,3.0,0.0,4.0,65.0,216.0,58.0,2.0,37.0,82.0,18.0,0.0,308.0,240.0,406.0,66.0,493.0,79.0,2.0,0.0,766.0,0.0,0.0,2.0,39.0,15.0,66.0,15.0,15.0,10.0,32.0,1.0,116.0,146.0,52.0,453.0,124.0,4.0,1.0,0.0,7.0,24.0,50.0,5.0,21.0,66.0,93.0,23.0,140.0,36.0,7.0,2.0,91.0,14.0,62.0,331.0,202.0,2.0,122.0,8.0,0.0,49.0,4.0,243.0,6.0,258.0,88.0,36.0,17.0,41.0,1.0,22.0,6.0,0.0,230.0,10.0,44.0,144.0,1.0,48.0,0.0,41.0,135.0
Portugal,6.0,1.0,0.0,308.0,2.0,11.0,5.0,0.0,2.0,0.0,27.0,20.0,3.0,1.0,1.0,114.0,1.0,3174.0,0.0,0.0,12.0,12.0,92.0,2.0,0.0,106.0,0.0,9.0,1.0,0.0,12.0,2.0,59.0,1.0,0.0,2.0,0.0,32.0,6.0,2.0,7.0,16.0,0.0,0.0,22.0,47.0,60.0,2.0,31.0,3.0,1.0,0.0,143.0,0.0,0.0,2.0,61.0,4.0,22.0,2.0,0.0,0.0,2.0,1.0,17.0,51.0,0.0,219.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,17.0,26.0,1.0,33.0,4.0,11.0,0.0,16.0,9.0,29.0,64.0,13.0,0.0,2.0,3.0,0.0,1.0,4.0,27.0,0.0,244.0,16.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,43.0,0.0,10.0,25.0,0.0,7.0,0.0,14.0,57.0
New Zealand,1.0,4.0,0.0,18.0,1.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0.0,591.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,9.0,2.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,4.0,0.0,0.0,5.0,6.0,11.0,0.0,8.0,2.0,0.0,0.0,153.0,0.0,0.0,0.0,6.0,0.0,4.0,5.0,1.0,0.0,2.0,0.0,11.0,6.0,0.0,92.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,5.0,7.0,5.0,0.0,1.0,23.0,0.0,0.0,9.0,18.0,15.0,14.0,25.0,11.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,32.0,5.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,3.0
"Venezuela, Bolivarian Republic of",3.0,0.0,0.0,4.0,0.0,3.0,5.0,0.0,0.0,6.0,13.0,2.0,3.0,9.0,0.0,15.0,0.0,854.0,0.0,0.0,10.0,6.0,15.0,16.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,18.0,14.0,0.0,10.0,1.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,66.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,33.0,0.0,5.0,0.0,0.0,0.0,15.0,12.0,1.0,24.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,9.0,0.0,42.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,31.0,0.0,6.0,2.0,0.0,0.0,0.0,30.0,21.0
United States,15.0,303.0,41.0,4260.0,82.0,271.0,149.0,12.0,190.0,116.0,176.0,223.0,298.0,148.0,202.0,1495.0,15.0,43531.0,34.0,34.0,2204.0,812.0,307.0,127.0,46.0,2268.0,33.0,1205.0,89.0,1.0,801.0,101.0,780.0,7.0,1.0,64.0,49.0,1102.0,363.0,57.0,202.0,136.0,110.0,16.0,834.0,1410.0,1463.0,45.0,1366.0,689.0,63.0,1.0,4835.0,39.0,25.0,7.0,151.0,51.0,221.0,155.0,23.0,4.0,520.0,4.0,908.0,668.0,207.0,2049.0,221.0,47.0,1.0,12.0,336.0,229.0,94.0,81.0,396.0,1103.0,468.0,26.0,450.0,997.0,122.0,39.0,352.0,133.0,803.0,1075.0,900.0,24.0,37.0,113.0,2.0,138.0,61.0,523.0,44.0,1270.0,427.0,147.0,126.0,281.0,14.0,14.0,79.0,15.0,618.0,22.0,428.0,607.0,4.0,111.0,1.0,383.0,1244.0
"Macedonia, Republic of",1.0,0.0,0.0,23.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,760.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,46.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,12.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0
