,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Spain,94.0,19.0,3.0,1136.0,48.0,153.0,128.0,0.0,42.0,61.0,128.0,31.0,101.0,132.0,1.0,261.0,5.0,11608.0,3.0,3.0,139.0,103.0,133.0,130.0,17.0,640.0,42.0,82.0,18.0,0.0,77.0,15.0,205.0,4.0,0.0,8.0,65.0,279.0,74.0,2.0,45.0,69.0,21.0,0.0,358.0,334.0,530.0,77.0,510.0,96.0,1.0,0.0,795.0,0.0,1.0,2.0,55.0,22.0,95.0,18.0,23.0,6.0,162.0,6.0,115.0,163.0,53.0,401.0,165.0,0.0,2.0,0.0,5.0,51.0,51.0,5.0,27.0,86.0,80.0,22.0,135.0,33.0,9.0,2.0,82.0,18.0,71.0,391.0,280.0,2.0,162.0,8.0,0.0,52.0,8.0,424.0,6.0,230.0,138.0,28.0,12.0,47.0,1.0,19.0,10.0,0.0,308.0,10.0,43.0,154.0,2.0,87.0,0.0,61.0,227.0
Norway,2.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,21.0,1.0,0.0,4.0,0.0,548.0,2.0,0.0,4.0,3.0,8.0,4.0,0.0,24.0,11.0,17.0,2.0,0.0,12.0,2.0,16.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,4.0,2.0,1.0,0.0,32.0,29.0,39.0,0.0,18.0,1.0,0.0,0.0,87.0,0.0,0.0,0.0,6.0,0.0,8.0,3.0,2.0,0.0,5.0,1.0,5.0,12.0,0.0,23.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,10.0,3.0,4.0,0.0,7.0,29.0,3.0,0.0,2.0,0.0,7.0,10.0,65.0,1.0,0.0,1.0,0.0,8.0,2.0,11.0,0.0,18.0,17.0,0.0,10.0,15.0,0.0,1.0,1.0,0.0,10.0,1.0,8.0,12.0,0.0,0.0,0.0,1.0,31.0
Nigeria,1.0,2.0,1.0,46.0,1.0,1.0,5.0,25.0,4.0,0.0,23.0,16.0,5.0,146.0,2.0,32.0,0.0,1089.0,1.0,0.0,32.0,10.0,7.0,6.0,24.0,241.0,4.0,45.0,1.0,0.0,3.0,1.0,19.0,6.0,0.0,30.0,5.0,22.0,13.0,1.0,5.0,6.0,10.0,0.0,12.0,70.0,34.0,1.0,18.0,2.0,12.0,0.0,53.0,0.0,0.0,389.0,1.0,1.0,101.0,1.0,0.0,1.0,8.0,0.0,11.0,314.0,141.0,248.0,17.0,0.0,0.0,0.0,3.0,4.0,38.0,1.0,11.0,6.0,93.0,1.0,7.0,21.0,11.0,0.0,5.0,0.0,61.0,41.0,26.0,0.0,4.0,37.0,0.0,5.0,14.0,122.0,0.0,14.0,6.0,0.0,8.0,3.0,7.0,1.0,1.0,0.0,60.0,0.0,82.0,16.0,0.0,1.0,1.0,42.0,43.0
Portugal,12.0,2.0,0.0,219.0,2.0,12.0,8.0,0.0,4.0,0.0,31.0,18.0,4.0,2.0,0.0,89.0,1.0,3043.0,0.0,0.0,13.0,13.0,93.0,2.0,0.0,102.0,0.0,17.0,0.0,0.0,12.0,0.0,50.0,1.0,0.0,3.0,0.0,41.0,9.0,2.0,13.0,3.0,0.0,0.0,23.0,50.0,63.0,2.0,34.0,7.0,1.0,0.0,154.0,1.0,0.0,2.0,59.0,3.0,18.0,2.0,0.0,0.0,2.0,1.0,14.0,56.0,0.0,268.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,19.0,18.0,26.0,1.0,39.0,8.0,6.0,0.0,16.0,11.0,27.0,80.0,24.0,0.0,6.0,3.0,0.0,5.0,6.0,88.0,0.0,222.0,18.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,38.0,0.0,17.0,25.0,0.0,7.0,0.0,24.0,60.0
"Venezuela, Bolivarian Republic of",2.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,6.0,22.0,2.0,2.0,8.0,0.0,11.0,0.0,1034.0,0.0,0.0,11.0,6.0,17.0,13.0,0.0,18.0,0.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,7.0,19.0,12.0,0.0,9.0,2.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,147.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,65.0,0.0,10.0,0.0,1.0,0.0,20.0,33.0,2.0,34.0,2.0,0.0,10.0,1.0,0.0,0.0,1.0,21.0,0.0,43.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,40.0,0.0,5.0,2.0,0.0,0.0,0.0,33.0,19.0
United States,15.0,270.0,45.0,4813.0,89.0,241.0,104.0,13.0,167.0,130.0,284.0,238.0,298.0,154.0,176.0,1468.0,15.0,46502.0,36.0,35.0,2354.0,952.0,318.0,132.0,49.0,2158.0,36.0,1307.0,113.0,1.0,829.0,104.0,761.0,8.0,1.0,64.0,42.0,1118.0,434.0,63.0,184.0,160.0,103.0,20.0,1042.0,1406.0,1532.0,61.0,1552.0,838.0,58.0,1.0,4953.0,43.0,26.0,10.0,178.0,60.0,242.0,120.0,22.0,4.0,684.0,8.0,849.0,685.0,180.0,1871.0,257.0,40.0,1.0,18.0,408.0,215.0,77.0,77.0,493.0,1089.0,409.0,30.0,479.0,950.0,126.0,44.0,413.0,154.0,924.0,1306.0,988.0,45.0,34.0,107.0,2.0,141.0,52.0,503.0,32.0,1169.0,541.0,191.0,179.0,275.0,22.0,30.0,63.0,18.0,622.0,32.0,461.0,696.0,6.0,222.0,1.0,437.0,1283.0
"Iran, Islamic Republic of",2.0,2.0,0.0,6.0,1.0,5.0,18.0,0.0,1.0,0.0,0.0,0.0,8.0,180.0,0.0,21.0,4.0,437.0,2.0,0.0,13.0,21.0,17.0,66.0,1.0,28.0,13.0,31.0,2.0,0.0,0.0,4.0,27.0,1.0,0.0,2.0,1.0,207.0,142.0,2.0,24.0,2.0,2.0,0.0,4.0,24.0,20.0,1.0,41.0,1.0,0.0,0.0,56.0,1.0,1.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,2.0,0.0,39.0,13.0,6.0,148.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,9.0,62.0,0.0,4.0,5.0,1.0,4.0,4.0,53.0,63.0,6.0,27.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,10.0,2.0,0.0,1.0,18.0,0.0,36.0,0.0,0.0,47.0,0.0,4.0,10.0,3.0,0.0,1.0,15.0,6.0
Japan,20.0,37.0,3.0,142.0,0.0,10.0,3.0,0.0,25.0,1.0,62.0,14.0,4.0,10.0,6.0,44.0,0.0,2343.0,4.0,3.0,54.0,76.0,33.0,12.0,0.0,96.0,4.0,64.0,179.0,0.0,17.0,2.0,85.0,1.0,0.0,11.0,11.0,210.0,12.0,1.0,14.0,18.0,5.0,0.0,22.0,96.0,87.0,13.0,76.0,51.0,0.0,0.0,296.0,38.0,1.0,59.0,5.0,1.0,24.0,1.0,0.0,0.0,3.0,0.0,35.0,23.0,13.0,110.0,8.0,1.0,0.0,1.0,10.0,34.0,8.0,4.0,22.0,164.0,22.0,3.0,3.0,31.0,1.0,3.0,29.0,15.0,69.0,18.0,19.0,2.0,3.0,6.0,0.0,8.0,0.0,19.0,3.0,118.0,35.0,5.0,2.0,27.0,0.0,0.0,3.0,0.0,45.0,0.0,3.0,41.0,0.0,3.0,0.0,22.0,53.0
India,1.0,44.0,6.0,262.0,2.0,18.0,13.0,2.0,5.0,4.0,25.0,138.0,8.0,91.0,22.0,334.0,3.0,9874.0,4.0,5.0,338.0,42.0,333.0,23.0,6.0,141.0,10.0,132.0,5.0,0.0,18.0,2.0,72.0,0.0,1.0,88.0,6.0,389.0,35.0,7.0,29.0,22.0,11.0,1.0,63.0,180.0,147.0,12.0,89.0,39.0,11.0,0.0,634.0,45.0,0.0,7.0,6.0,42.0,290.0,24.0,0.0,0.0,18.0,0.0,116.0,313.0,6.0,790.0,21.0,3.0,11.0,16.0,52.0,26.0,6.0,3.0,26.0,64.0,255.0,2.0,94.0,53.0,8.0,1.0,109.0,33.0,144.0,104.0,46.0,0.0,2.0,24.0,0.0,67.0,5.0,35.0,0.0,139.0,15.0,0.0,17.0,12.0,7.0,7.0,9.0,2.0,285.0,0.0,249.0,86.0,45.0,31.0,3.0,50.0,167.0
France,2.0,9.0,4.0,2411.0,22.0,42.0,41.0,4.0,37.0,5.0,14.0,85.0,14.0,44.0,2.0,134.0,0.0,6482.0,2.0,25.0,96.0,62.0,103.0,145.0,3.0,191.0,18.0,161.0,7.0,1.0,61.0,0.0,845.0,2.0,0.0,7.0,2.0,199.0,161.0,3.0,16.0,34.0,3.0,1.0,46.0,80.0,111.0,12.0,53.0,10.0,0.0,0.0,1707.0,5.0,6.0,0.0,30.0,2.0,60.0,14.0,175.0,0.0,148.0,3.0,57.0,82.0,6.0,261.0,38.0,6.0,0.0,1.0,10.0,32.0,7.0,19.0,19.0,32.0,37.0,10.0,35.0,61.0,30.0,3.0,25.0,7.0,89.0,48.0,403.0,1.0,3.0,13.0,2.0,104.0,21.0,117.0,0.0,104.0,31.0,36.0,11.0,43.0,6.0,4.0,0.0,3.0,129.0,2.0,58.0,43.0,1.0,4.0,1.0,47.0,186.0
