,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
France,1.0,64.0,2.0,1858.0,8.0,63.0,32.0,0.0,25.0,4.0,13.0,72.0,65.0,71.0,11.0,158.0,2.0,5806.0,1.0,11.0,113.0,53.0,131.0,154.0,9.0,172.0,5.0,174.0,4.0,0.0,56.0,4.0,345.0,5.0,0.0,2.0,7.0,249.0,67.0,2.0,56.0,20.0,5.0,1.0,39.0,154.0,109.0,7.0,71.0,15.0,1.0,0.0,1471.0,1.0,2.0,0.0,22.0,7.0,70.0,58.0,173.0,0.0,62.0,0.0,105.0,77.0,12.0,171.0,113.0,3.0,0.0,1.0,125.0,31.0,5.0,18.0,69.0,31.0,56.0,12.0,54.0,169.0,10.0,2.0,53.0,7.0,56.0,176.0,258.0,9.0,6.0,24.0,4.0,83.0,16.0,114.0,1.0,94.0,87.0,22.0,5.0,56.0,0.0,7.0,2.0,1.0,115.0,0.0,68.0,65.0,6.0,21.0,3.0,39.0,119.0
Morocco,2.0,17.0,0.0,61.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,5.0,98.0,0.0,2404.0,0.0,1.0,22.0,0.0,0.0,124.0,2.0,157.0,2.0,273.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,74.0,9.0,0.0,11.0,5.0,0.0,0.0,2.0,4.0,41.0,2.0,3.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,29.0,17.0,18.0,56.0,1.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,11.0,2.0,12.0,0.0,4.0,40.0,2.0,0.0,4.0,2.0,25.0,23.0,43.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,13.0,10.0,5.0,2.0,1.0,5.0,0.0,0.0,0.0,41.0,0.0,4.0,22.0,0.0,0.0,0.0,4.0,27.0
China,2.0,37.0,8.0,781.0,11.0,50.0,21.0,0.0,51.0,9.0,31.0,22.0,42.0,51.0,15.0,1062.0,2.0,30172.0,18.0,2.0,129.0,123.0,74.0,83.0,3.0,750.0,70.0,484.0,46.0,1.0,27.0,8.0,288.0,3.0,1.0,9.0,10.0,201.0,51.0,7.0,29.0,20.0,24.0,19.0,54.0,276.0,159.0,115.0,216.0,93.0,4.0,0.0,1465.0,28.0,4.0,14.0,9.0,5.0,29.0,10.0,35.0,7.0,19.0,1.0,415.0,118.0,85.0,708.0,57.0,9.0,12.0,9.0,36.0,2174.0,4.0,13.0,132.0,3343.0,98.0,6.0,15.0,212.0,32.0,1.0,63.0,38.0,999.0,117.0,126.0,3.0,3.0,38.0,0.0,31.0,5.0,135.0,1.0,705.0,63.0,141.0,17.0,24.0,3.0,5.0,2.0,2.0,184.0,2.0,67.0,238.0,5.0,10.0,2.0,16.0,219.0
Italy,84.0,17.0,5.0,642.0,16.0,169.0,160.0,3.0,58.0,25.0,27.0,57.0,51.0,16.0,14.0,289.0,1.0,22580.0,1.0,4.0,88.0,385.0,65.0,29.0,1.0,258.0,57.0,80.0,35.0,0.0,41.0,43.0,355.0,1.0,0.0,24.0,2.0,252.0,75.0,5.0,14.0,74.0,6.0,1.0,37.0,281.0,697.0,8.0,749.0,884.0,15.0,0.0,698.0,2.0,7.0,0.0,393.0,20.0,87.0,6.0,72.0,2.0,19.0,1.0,94.0,116.0,13.0,443.0,440.0,10.0,1.0,0.0,32.0,96.0,9.0,35.0,309.0,81.0,145.0,11.0,21.0,448.0,14.0,1.0,70.0,255.0,163.0,368.0,303.0,3.0,128.0,30.0,1.0,36.0,14.0,134.0,2.0,151.0,107.0,17.0,59.0,92.0,16.0,158.0,5.0,1.0,69.0,0.0,90.0,103.0,1.0,128.0,1.0,18.0,129.0
Slovenia,1.0,0.0,0.0,107.0,4.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,402.0,1.0,1.0,1.0,4.0,6.0,0.0,0.0,10.0,1.0,7.0,0.0,0.0,3.0,1.0,16.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,7.0,7.0,1.0,8.0,5.0,1.0,0.0,57.0,0.0,0.0,0.0,42.0,0.0,6.0,3.0,1.0,0.0,14.0,0.0,3.0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,7.0,0.0,1.0,2.0,2.0,7.0,1.0,40.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,4.0
Netherlands,8.0,7.0,1.0,675.0,1.0,5.0,2.0,0.0,8.0,2.0,8.0,5.0,10.0,1.0,2.0,46.0,1.0,952.0,1.0,13.0,19.0,19.0,8.0,6.0,0.0,53.0,0.0,27.0,1.0,0.0,18.0,7.0,35.0,4.0,0.0,0.0,1.0,26.0,1.0,1.0,13.0,20.0,3.0,1.0,4.0,29.0,31.0,0.0,25.0,7.0,1.0,0.0,126.0,0.0,0.0,0.0,37.0,0.0,16.0,9.0,0.0,1.0,8.0,1.0,7.0,17.0,2.0,38.0,42.0,0.0,0.0,0.0,18.0,3.0,2.0,2.0,17.0,13.0,54.0,3.0,3.0,65.0,3.0,5.0,25.0,7.0,16.0,51.0,51.0,4.0,21.0,2.0,0.0,5.0,2.0,7.0,0.0,28.0,12.0,81.0,6.0,17.0,1.0,0.0,1.0,1.0,40.0,0.0,16.0,11.0,1.0,3.0,0.0,3.0,16.0
Spain,54.0,11.0,4.0,1050.0,3.0,173.0,121.0,9.0,38.0,86.0,51.0,50.0,107.0,40.0,24.0,196.0,1.0,9701.0,1.0,9.0,86.0,72.0,140.0,157.0,1.0,492.0,27.0,113.0,12.0,0.0,48.0,6.0,179.0,18.0,0.0,11.0,7.0,301.0,84.0,7.0,48.0,78.0,18.0,4.0,76.0,370.0,489.0,22.0,703.0,187.0,0.0,0.0,520.0,1.0,7.0,3.0,73.0,81.0,88.0,10.0,40.0,3.0,29.0,4.0,49.0,116.0,108.0,211.0,237.0,0.0,0.0,1.0,10.0,31.0,5.0,3.0,58.0,69.0,106.0,10.0,56.0,101.0,6.0,2.0,194.0,21.0,39.0,490.0,455.0,1.0,199.0,22.0,0.0,47.0,32.0,916.0,2.0,309.0,100.0,35.0,18.0,67.0,6.0,28.0,35.0,1.0,306.0,11.0,56.0,52.0,4.0,145.0,0.0,38.0,186.0
Peru,1.0,0.0,1.0,502.0,1.0,9.0,6.0,0.0,5.0,6.0,5.0,23.0,3.0,5.0,0.0,21.0,0.0,1691.0,0.0,0.0,3.0,4.0,254.0,20.0,3.0,18.0,0.0,22.0,1.0,0.0,2.0,1.0,19.0,2.0,0.0,4.0,0.0,16.0,0.0,1.0,1.0,11.0,5.0,0.0,29.0,46.0,13.0,1.0,18.0,1.0,1.0,0.0,148.0,0.0,1.0,0.0,1.0,10.0,33.0,53.0,0.0,1.0,8.0,0.0,5.0,45.0,7.0,89.0,20.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,5.0,22.0,77.0,0.0,78.0,4.0,4.0,0.0,43.0,8.0,4.0,51.0,27.0,0.0,4.0,9.0,0.0,2.0,2.0,123.0,1.0,20.0,15.0,1.0,14.0,1.0,0.0,0.0,3.0,0.0,32.0,0.0,29.0,9.0,0.0,0.0,0.0,18.0,114.0
Iceland,3.0,0.0,1.0,48.0,10.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,194.0,2.0,0.0,3.0,7.0,4.0,1.0,0.0,15.0,0.0,6.0,1.0,0.0,13.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,14.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,11.0
Thailand,2.0,13.0,1.0,47.0,5.0,24.0,23.0,1.0,3.0,0.0,15.0,29.0,3.0,11.0,5.0,28.0,2.0,1403.0,3.0,0.0,31.0,12.0,54.0,7.0,0.0,112.0,5.0,50.0,16.0,4.0,6.0,0.0,47.0,2.0,0.0,7.0,1.0,93.0,5.0,2.0,12.0,4.0,11.0,1.0,17.0,28.0,40.0,91.0,35.0,5.0,2.0,0.0,261.0,1.0,1.0,0.0,4.0,7.0,12.0,8.0,1.0,0.0,11.0,0.0,13.0,70.0,10.0,110.0,17.0,12.0,0.0,6.0,11.0,7.0,0.0,19.0,14.0,35.0,22.0,0.0,31.0,29.0,2.0,0.0,38.0,9.0,10.0,57.0,15.0,0.0,4.0,5.0,0.0,27.0,4.0,13.0,1.0,64.0,45.0,16.0,11.0,13.0,1.0,6.0,4.0,0.0,103.0,2.0,30.0,14.0,0.0,6.0,3.0,10.0,43.0
