,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Russian Federation,9.0,133.0,0.0,364.0,7.0,36.0,98.0,0.0,6.0,4.0,64.0,14.0,8.0,113.0,3.0,115.0,14.0,6641.0,5.0,3.0,317.0,30.0,33.0,377.0,4.0,345.0,45.0,94.0,31.0,23.0,9.0,10.0,82.0,0.0,0.0,2.0,8.0,265.0,9.0,0.0,8.0,10.0,86.0,1.0,88.0,80.0,51.0,10.0,25.0,11.0,1.0,0.0,1377.0,2.0,1.0,2.0,9.0,2.0,45.0,66.0,1.0,1.0,135.0,0.0,41.0,53.0,5.0,445.0,32.0,18.0,0.0,0.0,27.0,10.0,3.0,21.0,21.0,162.0,189.0,9.0,237.0,44.0,26.0,0.0,122.0,102.0,328.0,65.0,35.0,1.0,18.0,5.0,0.0,8.0,4.0,53.0,2.0,50.0,185.0,8.0,37.0,30.0,0.0,41.0,3.0,0.0,241.0,28.0,152.0,55.0,1.0,27.0,0.0,116.0,54.0
Spain,40.0,3.0,2.0,995.0,20.0,143.0,100.0,0.0,38.0,66.0,91.0,14.0,79.0,74.0,4.0,221.0,4.0,10819.0,2.0,3.0,108.0,85.0,129.0,160.0,2.0,529.0,35.0,76.0,25.0,0.0,76.0,14.0,160.0,3.0,0.0,4.0,65.0,213.0,58.0,2.0,43.0,82.0,15.0,0.0,307.0,242.0,404.0,65.0,500.0,88.0,1.0,0.0,755.0,0.0,0.0,2.0,41.0,15.0,64.0,17.0,15.0,9.0,34.0,0.0,146.0,150.0,51.0,456.0,120.0,4.0,1.0,0.0,7.0,29.0,49.0,5.0,21.0,61.0,109.0,23.0,135.0,29.0,8.0,2.0,91.0,13.0,57.0,346.0,204.0,1.0,119.0,8.0,0.0,49.0,4.0,200.0,10.0,248.0,91.0,34.0,16.0,38.0,0.0,22.0,6.0,0.0,228.0,10.0,45.0,139.0,1.0,47.0,0.0,34.0,139.0
Guatemala,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,171.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,7.0
Italy,28.0,8.0,2.0,933.0,8.0,81.0,194.0,1.0,39.0,27.0,12.0,56.0,19.0,16.0,4.0,303.0,0.0,27790.0,0.0,2.0,60.0,71.0,38.0,124.0,1.0,309.0,21.0,80.0,15.0,0.0,67.0,3.0,245.0,4.0,0.0,18.0,4.0,98.0,74.0,6.0,16.0,65.0,2.0,1.0,52.0,377.0,706.0,15.0,420.0,342.0,3.0,0.0,511.0,2.0,0.0,1.0,167.0,25.0,103.0,7.0,4.0,1.0,24.0,0.0,75.0,148.0,15.0,1016.0,239.0,13.0,1.0,0.0,11.0,95.0,16.0,55.0,157.0,186.0,162.0,2.0,47.0,227.0,18.0,2.0,78.0,298.0,896.0,379.0,216.0,1.0,31.0,17.0,0.0,14.0,11.0,133.0,1.0,316.0,109.0,17.0,81.0,26.0,2.0,92.0,0.0,11.0,81.0,1.0,64.0,108.0,1.0,23.0,0.0,23.0,124.0
Albania,1.0,21.0,0.0,260.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,276.0,0.0,1945.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,36.0,2.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,41.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,51.0
Japan,8.0,40.0,1.0,252.0,0.0,4.0,3.0,0.0,10.0,1.0,56.0,14.0,4.0,10.0,6.0,38.0,0.0,1939.0,3.0,3.0,60.0,66.0,35.0,14.0,0.0,108.0,3.0,51.0,117.0,0.0,8.0,1.0,71.0,1.0,0.0,11.0,16.0,150.0,13.0,1.0,9.0,12.0,2.0,0.0,20.0,91.0,81.0,13.0,64.0,32.0,0.0,0.0,242.0,40.0,1.0,65.0,3.0,1.0,22.0,2.0,0.0,1.0,3.0,0.0,62.0,29.0,14.0,104.0,8.0,0.0,0.0,0.0,11.0,30.0,6.0,3.0,17.0,159.0,19.0,3.0,3.0,23.0,1.0,2.0,26.0,15.0,57.0,16.0,11.0,2.0,1.0,7.0,0.0,6.0,0.0,35.0,3.0,87.0,50.0,4.0,4.0,26.0,0.0,0.0,1.0,0.0,39.0,0.0,2.0,25.0,0.0,3.0,0.0,20.0,41.0
Portugal,4.0,1.0,0.0,307.0,2.0,12.0,5.0,0.0,2.0,0.0,26.0,18.0,3.0,0.0,1.0,113.0,1.0,3235.0,0.0,0.0,12.0,14.0,84.0,2.0,0.0,101.0,0.0,7.0,1.0,0.0,11.0,2.0,59.0,1.0,0.0,2.0,0.0,30.0,6.0,2.0,5.0,15.0,0.0,0.0,22.0,48.0,66.0,2.0,30.0,2.0,1.0,0.0,141.0,0.0,0.0,2.0,61.0,4.0,23.0,2.0,0.0,0.0,2.0,0.0,18.0,45.0,0.0,199.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,18.0,19.0,1.0,33.0,4.0,11.0,0.0,15.0,8.0,29.0,54.0,13.0,0.0,2.0,3.0,0.0,1.0,5.0,24.0,0.0,244.0,17.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,45.0,0.0,11.0,26.0,0.0,7.0,0.0,14.0,56.0
"Venezuela, Bolivarian Republic of",3.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,6.0,12.0,2.0,3.0,7.0,0.0,15.0,0.0,820.0,0.0,0.0,10.0,9.0,15.0,16.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,18.0,15.0,0.0,8.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,66.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,29.0,0.0,5.0,0.0,0.0,0.0,15.0,10.0,1.0,24.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,8.0,0.0,40.0,6.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,31.0,0.0,6.0,2.0,0.0,0.0,0.0,31.0,21.0
New Zealand,1.0,4.0,0.0,19.0,1.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0.0,604.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,16.0,0.0,15.0,0.0,0.0,5.0,1.0,21.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,4.0,0.0,0.0,6.0,6.0,11.0,0.0,8.0,5.0,0.0,0.0,142.0,0.0,0.0,0.0,9.0,0.0,4.0,5.0,1.0,0.0,2.0,0.0,7.0,6.0,0.0,92.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,5.0,5.0,7.0,0.0,1.0,18.0,0.0,0.0,9.0,15.0,14.0,13.0,26.0,12.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,29.0,5.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,2.0,0.0,0.0,0.0,1.0,2.0
United States,14.0,304.0,38.0,4135.0,76.0,267.0,144.0,7.0,173.0,110.0,154.0,216.0,288.0,148.0,201.0,1459.0,12.0,42435.0,31.0,34.0,2181.0,790.0,306.0,124.0,42.0,2308.0,27.0,1180.0,83.0,1.0,778.0,91.0,793.0,6.0,0.0,60.0,48.0,1117.0,368.0,58.0,194.0,126.0,108.0,15.0,682.0,1372.0,1450.0,43.0,1356.0,664.0,59.0,1.0,4806.0,27.0,23.0,7.0,104.0,51.0,211.0,142.0,21.0,4.0,496.0,3.0,883.0,680.0,205.0,2035.0,219.0,52.0,1.0,11.0,335.0,214.0,85.0,80.0,382.0,1055.0,480.0,25.0,433.0,972.0,117.0,38.0,358.0,129.0,774.0,1031.0,829.0,24.0,37.0,106.0,2.0,135.0,58.0,537.0,43.0,1247.0,418.0,147.0,135.0,280.0,12.0,12.0,80.0,14.0,585.0,21.0,431.0,581.0,4.0,114.0,1.0,377.0,1233.0
