,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Spain,103.0,21.0,2.0,1012.0,51.0,155.0,121.0,0.0,45.0,62.0,121.0,31.0,107.0,129.0,2.0,257.0,11.0,11548.0,3.0,3.0,142.0,91.0,131.0,114.0,17.0,754.0,43.0,80.0,18.0,0.0,64.0,15.0,205.0,5.0,0.0,8.0,66.0,283.0,74.0,3.0,48.0,70.0,20.0,0.0,357.0,335.0,499.0,76.0,478.0,83.0,1.0,0.0,685.0,0.0,1.0,2.0,56.0,38.0,91.0,17.0,23.0,4.0,164.0,8.0,112.0,133.0,54.0,350.0,180.0,0.0,2.0,0.0,5.0,48.0,54.0,5.0,27.0,74.0,66.0,22.0,136.0,38.0,11.0,2.0,75.0,19.0,69.0,404.0,274.0,2.0,161.0,8.0,0.0,51.0,11.0,487.0,6.0,211.0,147.0,41.0,11.0,59.0,1.0,20.0,10.0,0.0,309.0,11.0,51.0,157.0,2.0,90.0,0.0,63.0,232.0
Portugal,11.0,3.0,0.0,194.0,2.0,10.0,9.0,0.0,4.0,0.0,31.0,17.0,4.0,3.0,0.0,78.0,1.0,2868.0,0.0,0.0,14.0,13.0,92.0,2.0,0.0,106.0,0.0,18.0,0.0,0.0,2.0,0.0,50.0,1.0,0.0,3.0,0.0,42.0,8.0,2.0,13.0,2.0,0.0,0.0,22.0,50.0,48.0,2.0,35.0,9.0,2.0,0.0,137.0,1.0,0.0,2.0,58.0,3.0,14.0,2.0,0.0,0.0,2.0,1.0,13.0,59.0,0.0,231.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,16.0,17.0,27.0,1.0,39.0,8.0,6.0,0.0,14.0,11.0,27.0,81.0,24.0,0.0,6.0,3.0,0.0,6.0,7.0,90.0,0.0,214.0,18.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,49.0,0.0,16.0,25.0,0.0,1.0,0.0,20.0,51.0
United States,17.0,285.0,44.0,4835.0,86.0,233.0,102.0,13.0,172.0,128.0,282.0,244.0,320.0,155.0,129.0,1472.0,14.0,46717.0,36.0,33.0,2339.0,946.0,314.0,127.0,49.0,2116.0,38.0,1292.0,114.0,1.0,671.0,107.0,723.0,8.0,1.0,71.0,45.0,1140.0,445.0,62.0,183.0,167.0,96.0,20.0,1050.0,1348.0,1468.0,55.0,1527.0,824.0,67.0,1.0,4872.0,45.0,26.0,10.0,182.0,58.0,238.0,110.0,22.0,4.0,683.0,7.0,778.0,647.0,173.0,1830.0,264.0,39.0,1.0,24.0,407.0,207.0,74.0,78.0,488.0,1041.0,440.0,31.0,487.0,920.0,132.0,46.0,409.0,157.0,921.0,1307.0,997.0,46.0,32.0,103.0,2.0,143.0,52.0,509.0,28.0,1133.0,570.0,189.0,180.0,230.0,22.0,30.0,63.0,17.0,620.0,27.0,496.0,686.0,6.0,270.0,1.0,431.0,1264.0
"Iran, Islamic Republic of",2.0,2.0,0.0,7.0,1.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,8.0,203.0,0.0,20.0,4.0,454.0,2.0,0.0,13.0,21.0,17.0,63.0,1.0,30.0,13.0,33.0,1.0,0.0,0.0,1.0,28.0,1.0,0.0,2.0,1.0,212.0,141.0,2.0,24.0,1.0,2.0,0.0,4.0,23.0,20.0,1.0,40.0,1.0,0.0,0.0,54.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,3.0,0.0,36.0,13.0,7.0,146.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,9.0,51.0,0.0,4.0,5.0,1.0,4.0,4.0,53.0,63.0,6.0,28.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,10.0,2.0,0.0,1.0,18.0,0.0,26.0,0.0,0.0,48.0,0.0,4.0,10.0,1.0,1.0,1.0,15.0,6.0
Japan,27.0,4.0,3.0,139.0,0.0,10.0,3.0,0.0,24.0,1.0,61.0,14.0,5.0,10.0,7.0,50.0,0.0,2509.0,4.0,2.0,55.0,77.0,32.0,12.0,0.0,89.0,4.0,62.0,179.0,0.0,16.0,2.0,86.0,1.0,0.0,23.0,12.0,230.0,13.0,1.0,13.0,18.0,5.0,0.0,22.0,90.0,83.0,15.0,76.0,54.0,0.0,0.0,301.0,38.0,1.0,50.0,5.0,1.0,37.0,1.0,0.0,0.0,5.0,0.0,34.0,27.0,12.0,103.0,8.0,1.0,0.0,1.0,9.0,36.0,8.0,4.0,22.0,163.0,16.0,3.0,3.0,28.0,1.0,3.0,27.0,15.0,66.0,21.0,20.0,2.0,3.0,7.0,0.0,9.0,0.0,17.0,2.0,103.0,35.0,4.0,2.0,28.0,0.0,0.0,3.0,0.0,43.0,0.0,4.0,41.0,0.0,3.0,0.0,21.0,52.0
France,2.0,7.0,4.0,2228.0,21.0,45.0,39.0,3.0,39.0,5.0,14.0,89.0,16.0,39.0,2.0,139.0,0.0,6344.0,2.0,25.0,97.0,55.0,102.0,145.0,3.0,182.0,18.0,127.0,7.0,1.0,41.0,0.0,849.0,2.0,0.0,7.0,2.0,206.0,166.0,3.0,14.0,34.0,3.0,1.0,44.0,76.0,114.0,14.0,48.0,11.0,0.0,0.0,1597.0,5.0,6.0,0.0,31.0,2.0,62.0,16.0,174.0,0.0,150.0,3.0,58.0,80.0,6.0,228.0,42.0,6.0,0.0,1.0,11.0,29.0,7.0,18.0,18.0,27.0,38.0,10.0,28.0,39.0,55.0,2.0,44.0,8.0,85.0,48.0,401.0,1.0,3.0,13.0,1.0,103.0,21.0,150.0,0.0,96.0,31.0,33.0,10.0,31.0,7.0,4.0,0.0,3.0,132.0,0.0,64.0,44.0,1.0,4.0,1.0,48.0,192.0
India,1.0,44.0,6.0,253.0,1.0,17.0,12.0,2.0,5.0,4.0,25.0,161.0,8.0,122.0,23.0,332.0,3.0,10044.0,4.0,5.0,345.0,42.0,355.0,26.0,6.0,147.0,10.0,134.0,5.0,0.0,16.0,3.0,74.0,1.0,2.0,89.0,7.0,396.0,35.0,13.0,31.0,25.0,11.0,1.0,68.0,185.0,148.0,12.0,91.0,40.0,11.0,0.0,661.0,75.0,0.0,7.0,6.0,59.0,287.0,30.0,0.0,0.0,17.0,0.0,108.0,338.0,7.0,907.0,20.0,3.0,9.0,20.0,51.0,26.0,6.0,5.0,28.0,56.0,264.0,2.0,97.0,52.0,8.0,1.0,108.0,38.0,144.0,103.0,51.0,0.0,5.0,24.0,0.0,70.0,5.0,53.0,0.0,160.0,17.0,1.0,24.0,13.0,7.0,7.0,10.0,2.0,292.0,0.0,284.0,88.0,63.0,36.0,3.0,53.0,197.0
Italy,26.0,8.0,2.0,621.0,29.0,85.0,215.0,1.0,49.0,22.0,13.0,106.0,31.0,16.0,2.0,333.0,0.0,30227.0,1.0,2.0,76.0,115.0,115.0,103.0,0.0,263.0,16.0,83.0,22.0,0.0,66.0,29.0,398.0,3.0,0.0,44.0,4.0,309.0,131.0,4.0,14.0,43.0,5.0,1.0,72.0,354.0,768.0,27.0,636.0,658.0,1.0,0.0,515.0,2.0,1.0,1.0,152.0,24.0,119.0,5.0,5.0,0.0,50.0,0.0,70.0,136.0,17.0,1103.0,322.0,12.0,0.0,0.0,29.0,118.0,5.0,61.0,191.0,188.0,167.0,4.0,47.0,138.0,123.0,2.0,105.0,320.0,715.0,369.0,237.0,1.0,26.0,12.0,0.0,88.0,9.0,299.0,2.0,306.0,105.0,15.0,78.0,34.0,3.0,15.0,1.0,10.0,131.0,0.0,88.0,125.0,0.0,292.0,0.0,32.0,199.0
"Venezuela, Bolivarian Republic of",1.0,0.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,6.0,23.0,2.0,2.0,2.0,0.0,10.0,0.0,1057.0,0.0,0.0,12.0,6.0,14.0,14.0,0.0,22.0,0.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,20.0,12.0,0.0,9.0,2.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,0.0,0.0,1.0,0.0,2.0,59.0,1.0,158.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,5.0,68.0,0.0,10.0,0.0,1.0,0.0,37.0,46.0,2.0,36.0,2.0,0.0,10.0,2.0,0.0,0.0,1.0,21.0,0.0,41.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,52.0,0.0,4.0,2.0,0.0,0.0,0.0,33.0,18.0
Brazil,2.0,2.0,9.0,94.0,7.0,109.0,69.0,2.0,11.0,75.0,77.0,499.0,7.0,26.0,3.0,136.0,0.0,7343.0,2.0,1.0,35.0,73.0,1245.0,43.0,1.0,73.0,3.0,46.0,4.0,0.0,39.0,28.0,127.0,8.0,0.0,46.0,0.0,142.0,14.0,17.0,13.0,37.0,4.0,0.0,85.0,288.0,133.0,18.0,176.0,73.0,10.0,2.0,710.0,14.0,1.0,0.0,1.0,111.0,372.0,81.0,0.0,0.0,11.0,2.0,38.0,249.0,5.0,1645.0,78.0,0.0,1.0,0.0,7.0,22.0,58.0,1.0,35.0,41.0,296.0,3.0,270.0,28.0,39.0,1.0,171.0,162.0,64.0,161.0,75.0,1.0,17.0,98.0,1.0,10.0,12.0,180.0,6.0,796.0,121.0,12.0,57.0,84.0,3.0,4.0,6.0,3.0,135.0,0.0,50.0,105.0,5.0,11.0,0.0,276.0,1074.0
