,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Portugal,12.0,3.0,0.0,196.0,2.0,10.0,9.0,0.0,4.0,0.0,31.0,17.0,4.0,2.0,0.0,87.0,1.0,2937.0,0.0,0.0,13.0,12.0,93.0,2.0,0.0,103.0,0.0,17.0,0.0,0.0,3.0,0.0,50.0,1.0,0.0,3.0,0.0,41.0,9.0,2.0,13.0,3.0,0.0,0.0,23.0,51.0,48.0,2.0,35.0,9.0,1.0,0.0,152.0,1.0,0.0,2.0,59.0,3.0,15.0,2.0,0.0,0.0,2.0,1.0,13.0,56.0,0.0,258.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,19.0,18.0,27.0,1.0,39.0,8.0,6.0,0.0,16.0,11.0,27.0,80.0,23.0,0.0,6.0,3.0,0.0,5.0,6.0,90.0,0.0,219.0,18.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,41.0,0.0,17.0,25.0,0.0,7.0,0.0,24.0,58.0
"Venezuela, Bolivarian Republic of",2.0,0.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,5.0,22.0,2.0,2.0,2.0,0.0,12.0,0.0,1050.0,0.0,0.0,11.0,6.0,17.0,13.0,0.0,20.0,0.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,19.0,12.0,0.0,9.0,2.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0.0,1.0,0.0,2.0,59.0,0.0,152.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,5.0,67.0,0.0,10.0,0.0,1.0,0.0,36.0,43.0,2.0,36.0,2.0,0.0,10.0,1.0,0.0,0.0,1.0,21.0,0.0,42.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,46.0,0.0,4.0,2.0,0.0,0.0,0.0,33.0,19.0
Spain,95.0,20.0,2.0,1084.0,49.0,153.0,123.0,0.0,45.0,62.0,127.0,31.0,106.0,130.0,1.0,263.0,5.0,11564.0,3.0,3.0,139.0,91.0,133.0,128.0,17.0,623.0,42.0,83.0,18.0,0.0,65.0,15.0,205.0,5.0,0.0,8.0,65.0,280.0,75.0,3.0,47.0,70.0,20.0,0.0,358.0,334.0,511.0,79.0,508.0,94.0,1.0,0.0,728.0,0.0,1.0,2.0,56.0,36.0,93.0,17.0,23.0,4.0,162.0,7.0,113.0,164.0,53.0,397.0,171.0,0.0,2.0,0.0,5.0,50.0,52.0,5.0,28.0,85.0,70.0,22.0,134.0,38.0,10.0,2.0,80.0,19.0,71.0,399.0,277.0,2.0,162.0,8.0,0.0,51.0,10.0,447.0,6.0,221.0,146.0,41.0,11.0,50.0,1.0,19.0,10.0,0.0,307.0,11.0,49.0,157.0,2.0,87.0,0.0,62.0,230.0
United States,16.0,280.0,45.0,4810.0,86.0,238.0,102.0,13.0,172.0,130.0,279.0,240.0,297.0,151.0,134.0,1457.0,14.0,46486.0,36.0,35.0,2351.0,958.0,315.0,129.0,49.0,2102.0,38.0,1301.0,114.0,1.0,716.0,107.0,756.0,8.0,1.0,63.0,42.0,1137.0,442.0,62.0,184.0,166.0,96.0,20.0,1054.0,1393.0,1497.0,59.0,1532.0,827.0,65.0,1.0,4894.0,43.0,26.0,10.0,178.0,58.0,239.0,118.0,22.0,4.0,683.0,8.0,808.0,676.0,178.0,1852.0,261.0,39.0,1.0,23.0,405.0,212.0,77.0,76.0,502.0,1078.0,402.0,31.0,485.0,939.0,126.0,46.0,419.0,155.0,924.0,1305.0,995.0,45.0,34.0,106.0,2.0,144.0,52.0,505.0,31.0,1152.0,545.0,190.0,179.0,229.0,22.0,29.0,64.0,18.0,618.0,30.0,479.0,696.0,6.0,249.0,1.0,434.0,1268.0
"Iran, Islamic Republic of",2.0,2.0,0.0,6.0,1.0,5.0,19.0,0.0,1.0,0.0,0.0,0.0,8.0,192.0,0.0,21.0,4.0,437.0,2.0,0.0,13.0,21.0,17.0,62.0,1.0,29.0,13.0,32.0,2.0,0.0,0.0,1.0,27.0,1.0,0.0,2.0,1.0,211.0,141.0,2.0,23.0,2.0,2.0,0.0,4.0,24.0,20.0,1.0,41.0,1.0,0.0,0.0,54.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,2.0,0.0,39.0,13.0,6.0,146.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,9.0,55.0,0.0,4.0,5.0,1.0,4.0,4.0,53.0,63.0,7.0,28.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,10.0,2.0,0.0,1.0,18.0,0.0,35.0,0.0,0.0,46.0,0.0,4.0,10.0,1.0,0.0,1.0,15.0,6.0
Japan,26.0,6.0,3.0,141.0,0.0,10.0,3.0,0.0,24.0,1.0,62.0,14.0,5.0,10.0,6.0,48.0,0.0,2406.0,4.0,2.0,54.0,76.0,32.0,12.0,0.0,97.0,4.0,64.0,176.0,0.0,17.0,2.0,87.0,1.0,0.0,23.0,11.0,215.0,12.0,1.0,13.0,18.0,5.0,0.0,22.0,93.0,86.0,13.0,78.0,54.0,0.0,0.0,293.0,41.0,1.0,56.0,5.0,1.0,37.0,1.0,0.0,0.0,4.0,0.0,34.0,28.0,12.0,106.0,8.0,1.0,0.0,1.0,10.0,35.0,8.0,4.0,22.0,168.0,21.0,3.0,3.0,29.0,1.0,3.0,29.0,15.0,66.0,21.0,20.0,2.0,3.0,6.0,0.0,9.0,0.0,17.0,3.0,112.0,35.0,4.0,2.0,27.0,0.0,0.0,3.0,0.0,44.0,0.0,4.0,41.0,0.0,3.0,0.0,21.0,53.0
France,2.0,8.0,4.0,2371.0,21.0,46.0,41.0,3.0,39.0,5.0,14.0,87.0,14.0,42.0,2.0,132.0,0.0,6353.0,2.0,25.0,97.0,55.0,103.0,143.0,3.0,183.0,18.0,125.0,7.0,1.0,43.0,0.0,849.0,2.0,0.0,7.0,2.0,211.0,162.0,3.0,15.0,34.0,4.0,1.0,44.0,73.0,114.0,13.0,50.0,10.0,0.0,0.0,1625.0,5.0,6.0,0.0,31.0,2.0,62.0,14.0,170.0,0.0,150.0,3.0,56.0,82.0,5.0,254.0,39.0,6.0,0.0,1.0,11.0,31.0,7.0,18.0,15.0,27.0,38.0,10.0,31.0,58.0,57.0,2.0,44.0,7.0,85.0,48.0,399.0,1.0,3.0,13.0,2.0,103.0,21.0,128.0,0.0,98.0,30.0,34.0,11.0,42.0,6.0,4.0,0.0,3.0,131.0,1.0,61.0,43.0,1.0,4.0,1.0,50.0,195.0
India,1.0,44.0,6.0,261.0,1.0,17.0,12.0,2.0,5.0,4.0,25.0,152.0,8.0,111.0,23.0,338.0,3.0,10052.0,4.0,5.0,338.0,42.0,339.0,25.0,6.0,147.0,10.0,135.0,5.0,0.0,18.0,3.0,73.0,0.0,2.0,89.0,7.0,396.0,32.0,12.0,28.0,22.0,11.0,1.0,66.0,183.0,147.0,12.0,89.0,39.0,11.0,0.0,652.0,68.0,0.0,7.0,6.0,57.0,287.0,30.0,0.0,0.0,18.0,0.0,111.0,334.0,7.0,890.0,21.0,3.0,11.0,16.0,52.0,25.0,6.0,5.0,26.0,63.0,255.0,2.0,94.0,52.0,8.0,1.0,109.0,37.0,145.0,104.0,49.0,0.0,5.0,24.0,0.0,69.0,5.0,50.0,0.0,150.0,15.0,0.0,21.0,13.0,7.0,7.0,9.0,2.0,291.0,0.0,267.0,89.0,61.0,32.0,3.0,49.0,193.0
Italy,26.0,8.0,2.0,678.0,29.0,87.0,208.0,1.0,49.0,22.0,13.0,100.0,28.0,18.0,2.0,336.0,0.0,30417.0,1.0,2.0,63.0,103.0,101.0,112.0,1.0,300.0,16.0,83.0,21.0,0.0,68.0,18.0,389.0,3.0,0.0,44.0,4.0,271.0,120.0,4.0,9.0,43.0,5.0,1.0,71.0,356.0,750.0,26.0,598.0,611.0,1.0,0.0,513.0,2.0,1.0,1.0,150.0,27.0,119.0,5.0,5.0,0.0,49.0,0.0,70.0,140.0,16.0,1102.0,310.0,13.0,0.0,0.0,29.0,111.0,5.0,62.0,159.0,202.0,165.0,4.0,52.0,142.0,123.0,2.0,93.0,309.0,731.0,366.0,224.0,1.0,27.0,12.0,0.0,87.0,9.0,297.0,2.0,310.0,106.0,17.0,83.0,32.0,3.0,15.0,1.0,10.0,130.0,0.0,88.0,125.0,0.0,187.0,0.0,28.0,189.0
Brazil,2.0,2.0,9.0,97.0,7.0,92.0,71.0,2.0,11.0,77.0,75.0,513.0,5.0,27.0,3.0,139.0,0.0,7508.0,2.0,0.0,38.0,74.0,1285.0,43.0,1.0,77.0,3.0,44.0,4.0,0.0,40.0,28.0,128.0,8.0,0.0,49.0,0.0,144.0,13.0,17.0,12.0,37.0,4.0,0.0,85.0,283.0,128.0,18.0,176.0,66.0,9.0,2.0,732.0,14.0,1.0,0.0,1.0,109.0,400.0,84.0,0.0,0.0,15.0,1.0,37.0,255.0,5.0,1679.0,76.0,0.0,0.0,0.0,9.0,23.0,58.0,1.0,35.0,40.0,299.0,3.0,270.0,29.0,38.0,1.0,168.0,157.0,65.0,162.0,76.0,1.0,17.0,101.0,1.0,9.0,12.0,177.0,6.0,876.0,117.0,10.0,57.0,86.0,3.0,4.0,5.0,3.0,134.0,0.0,50.0,108.0,5.0,14.0,0.0,277.0,1102.0
