,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Portugal,4.0,2.0,1.0,161.0,0.0,24.0,13.0,0.0,21.0,1.0,6.0,4.0,6.0,3.0,0.0,43.0,0.0,2020.0,0.0,0.0,20.0,30.0,6.0,1.0,0.0,32.0,0.0,6.0,1.0,0.0,2.0,1.0,26.0,0.0,0.0,1.0,0.0,24.0,4.0,1.0,5.0,4.0,0.0,0.0,2.0,27.0,65.0,1.0,13.0,5.0,1.0,0.0,75.0,1.0,0.0,0.0,28.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,0.0,68.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,5.0,11.0,0.0,18.0,3.0,2.0,0.0,4.0,2.0,14.0,27.0,12.0,2.0,6.0,0.0,0.0,2.0,10.0,71.0,0.0,46.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,29.0,0.0,19.0,6.0,0.0,1.0,0.0,18.0,25.0
Brazil,1.0,2.0,13.0,79.0,4.0,68.0,35.0,0.0,3.0,38.0,71.0,236.0,10.0,8.0,3.0,99.0,0.0,5275.0,1.0,18.0,21.0,50.0,260.0,12.0,1.0,48.0,3.0,47.0,1.0,0.0,10.0,41.0,70.0,3.0,0.0,14.0,0.0,144.0,22.0,8.0,5.0,129.0,4.0,1.0,35.0,301.0,100.0,11.0,116.0,111.0,11.0,1.0,246.0,1.0,1.0,4.0,1.0,72.0,126.0,34.0,0.0,0.0,12.0,1.0,20.0,76.0,2.0,727.0,231.0,0.0,2.0,1.0,5.0,29.0,6.0,3.0,48.0,36.0,664.0,0.0,205.0,10.0,37.0,1.0,420.0,325.0,36.0,123.0,26.0,1.0,2.0,39.0,0.0,23.0,9.0,349.0,1.0,466.0,137.0,37.0,64.0,50.0,2.0,1.0,5.0,4.0,97.0,0.0,24.0,137.0,3.0,10.0,0.0,232.0,545.0
Japan,32.0,5.0,5.0,165.0,2.0,15.0,1.0,0.0,27.0,2.0,9.0,7.0,5.0,12.0,4.0,54.0,0.0,3110.0,2.0,1.0,50.0,62.0,25.0,5.0,0.0,58.0,2.0,79.0,259.0,1.0,12.0,1.0,113.0,1.0,0.0,24.0,3.0,274.0,16.0,0.0,8.0,17.0,2.0,1.0,7.0,49.0,53.0,31.0,83.0,52.0,3.0,1.0,200.0,12.0,5.0,89.0,3.0,0.0,24.0,1.0,2.0,0.0,5.0,0.0,15.0,28.0,10.0,82.0,10.0,1.0,1.0,1.0,9.0,40.0,7.0,3.0,22.0,164.0,8.0,0.0,21.0,37.0,2.0,1.0,30.0,12.0,33.0,30.0,22.0,0.0,3.0,6.0,0.0,14.0,0.0,10.0,0.0,105.0,107.0,5.0,2.0,7.0,0.0,1.0,2.0,0.0,32.0,0.0,11.0,27.0,0.0,5.0,0.0,17.0,33.0
Spain,87.0,35.0,2.0,740.0,57.0,208.0,85.0,6.0,28.0,59.0,29.0,40.0,114.0,83.0,8.0,170.0,37.0,8654.0,2.0,0.0,102.0,48.0,84.0,73.0,15.0,494.0,29.0,74.0,10.0,1.0,22.0,6.0,133.0,6.0,0.0,10.0,2.0,184.0,74.0,18.0,78.0,24.0,20.0,0.0,159.0,284.0,481.0,31.0,381.0,96.0,0.0,0.0,425.0,0.0,7.0,3.0,115.0,53.0,58.0,9.0,34.0,2.0,111.0,17.0,45.0,122.0,7.0,185.0,108.0,5.0,1.0,0.0,20.0,57.0,6.0,1.0,57.0,80.0,80.0,8.0,144.0,36.0,13.0,0.0,76.0,18.0,26.0,424.0,289.0,0.0,109.0,5.0,0.0,47.0,23.0,869.0,4.0,302.0,156.0,42.0,13.0,81.0,0.0,27.0,41.0,2.0,181.0,2.0,50.0,79.0,2.0,225.0,0.0,51.0,241.0
Azerbaijan,1.0,7.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,12.0,0.0,473.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,39.0,0.0,31.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,9.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,16.0
United States,10.0,197.0,14.0,1726.0,44.0,137.0,23.0,5.0,172.0,71.0,215.0,123.0,245.0,108.0,163.0,976.0,7.0,32433.0,8.0,18.0,1229.0,471.0,167.0,86.0,15.0,1392.0,17.0,893.0,54.0,1.0,186.0,82.0,482.0,6.0,0.0,32.0,34.0,837.0,309.0,27.0,116.0,110.0,84.0,19.0,288.0,715.0,807.0,24.0,942.0,564.0,56.0,0.0,3068.0,17.0,10.0,12.0,109.0,21.0,155.0,41.0,57.0,1.0,401.0,5.0,418.0,383.0,108.0,1155.0,200.0,19.0,0.0,18.0,172.0,160.0,21.0,54.0,316.0,526.0,601.0,16.0,259.0,846.0,54.0,18.0,267.0,111.0,416.0,1042.0,537.0,51.0,19.0,40.0,1.0,85.0,32.0,459.0,10.0,751.0,475.0,206.0,138.0,166.0,10.0,29.0,57.0,8.0,438.0,7.0,318.0,357.0,0.0,310.0,2.0,246.0,668.0
Romania,2.0,17.0,1.0,40.0,6.0,173.0,4.0,0.0,3.0,0.0,14.0,1.0,3.0,8.0,0.0,28.0,0.0,1155.0,1.0,5.0,11.0,25.0,1.0,6.0,0.0,21.0,4.0,15.0,3.0,0.0,2.0,0.0,47.0,3.0,0.0,2.0,0.0,2.0,3.0,5.0,1.0,12.0,0.0,0.0,2.0,23.0,23.0,1.0,13.0,15.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,10.0,17.0,11.0,0.0,24.0,0.0,5.0,5.0,1.0,23.0,19.0,0.0,0.0,0.0,0.0,246.0,0.0,2.0,19.0,26.0,22.0,1.0,24.0,8.0,3.0,0.0,12.0,9.0,77.0,57.0,77.0,0.0,3.0,1.0,0.0,6.0,0.0,156.0,0.0,10.0,8.0,0.0,3.0,13.0,0.0,40.0,0.0,1.0,91.0,0.0,19.0,34.0,0.0,38.0,0.0,4.0,8.0
Thailand,3.0,13.0,3.0,34.0,5.0,31.0,8.0,0.0,4.0,0.0,16.0,25.0,4.0,11.0,3.0,35.0,3.0,1127.0,4.0,0.0,13.0,14.0,33.0,11.0,0.0,72.0,8.0,130.0,9.0,4.0,2.0,0.0,38.0,1.0,0.0,18.0,1.0,126.0,2.0,3.0,15.0,0.0,3.0,1.0,13.0,22.0,32.0,23.0,17.0,6.0,4.0,0.0,188.0,1.0,1.0,0.0,5.0,3.0,22.0,13.0,1.0,0.0,20.0,0.0,15.0,30.0,2.0,55.0,17.0,11.0,0.0,6.0,6.0,5.0,0.0,14.0,11.0,29.0,19.0,0.0,48.0,16.0,3.0,0.0,30.0,9.0,8.0,40.0,17.0,0.0,3.0,10.0,0.0,23.0,4.0,6.0,3.0,29.0,29.0,0.0,8.0,9.0,0.0,8.0,2.0,3.0,86.0,11.0,28.0,17.0,0.0,11.0,4.0,17.0,45.0
Kenya,9.0,5.0,0.0,33.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,20.0,7.0,29.0,17.0,4.0,0.0,501.0,4.0,0.0,10.0,2.0,4.0,3.0,1.0,227.0,11.0,39.0,2.0,2.0,2.0,0.0,8.0,0.0,0.0,7.0,1.0,45.0,12.0,0.0,7.0,4.0,1.0,0.0,4.0,15.0,8.0,1.0,14.0,4.0,2.0,0.0,47.0,0.0,0.0,1.0,0.0,6.0,6.0,4.0,0.0,0.0,2.0,0.0,6.0,81.0,15.0,101.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,14.0,5.0,17.0,6.0,1.0,0.0,7.0,0.0,2.0,36.0,9.0,0.0,0.0,16.0,0.0,11.0,14.0,6.0,0.0,4.0,4.0,0.0,4.0,24.0,8.0,9.0,0.0,1.0,21.0,0.0,41.0,2.0,16.0,0.0,0.0,35.0,7.0
Italy,41.0,10.0,3.0,383.0,25.0,98.0,183.0,0.0,21.0,9.0,18.0,85.0,40.0,12.0,11.0,282.0,2.0,23186.0,1.0,1.0,72.0,222.0,171.0,28.0,0.0,216.0,9.0,53.0,21.0,0.0,45.0,76.0,536.0,1.0,0.0,33.0,0.0,439.0,137.0,2.0,17.0,44.0,4.0,0.0,57.0,267.0,838.0,20.0,808.0,945.0,1.0,0.0,557.0,3.0,8.0,0.0,435.0,15.0,59.0,7.0,191.0,1.0,36.0,3.0,36.0,117.0,17.0,579.0,251.0,10.0,2.0,0.0,31.0,95.0,2.0,34.0,265.0,84.0,132.0,13.0,17.0,233.0,58.0,0.0,117.0,224.0,225.0,274.0,194.0,4.0,45.0,13.0,0.0,85.0,4.0,355.0,2.0,142.0,82.0,33.0,116.0,53.0,3.0,46.0,1.0,3.0,80.0,0.0,88.0,106.0,2.0,576.0,1.0,33.0,155.0
