,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Viet Nam,1.0,3.0,9.0,91.0,0.0,3.0,0.0,0.0,1.0,0.0,111.0,9.0,1.0,3.0,0.0,9.0,0.0,1692.0,0.0,0.0,11.0,6.0,71.0,0.0,3.0,20.0,0.0,31.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,4.0,12.0,1.0,0.0,6.0,27.0,143.0,16.0,17.0,3.0,1.0,0.0,71.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,14.0,27.0,0.0,17.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,24.0,6.0,0.0,9.0,10.0,3.0,1.0,27.0,9.0,3.0,2.0,22.0,0.0,0.0,1.0,0.0,10.0,0.0,14.0,0.0,27.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,3.0,5.0,0.0,0.0,0.0,14.0,54.0
Japan,13.0,8.0,4.0,413.0,2.0,13.0,4.0,1.0,18.0,2.0,5.0,9.0,3.0,12.0,4.0,63.0,0.0,3264.0,2.0,1.0,57.0,52.0,40.0,7.0,0.0,64.0,4.0,87.0,228.0,1.0,10.0,1.0,112.0,2.0,0.0,12.0,4.0,223.0,20.0,0.0,7.0,13.0,2.0,1.0,11.0,33.0,53.0,31.0,88.0,53.0,3.0,1.0,166.0,11.0,5.0,105.0,7.0,0.0,11.0,2.0,2.0,0.0,6.0,0.0,16.0,30.0,7.0,73.0,10.0,2.0,1.0,0.0,7.0,39.0,5.0,2.0,20.0,154.0,11.0,0.0,20.0,33.0,5.0,1.0,28.0,14.0,12.0,26.0,39.0,1.0,2.0,8.0,0.0,11.0,3.0,18.0,0.0,99.0,107.0,5.0,2.0,10.0,0.0,5.0,1.0,0.0,48.0,0.0,10.0,20.0,0.0,9.0,0.0,29.0,38.0
Spain,58.0,17.0,2.0,652.0,22.0,213.0,88.0,8.0,36.0,69.0,32.0,27.0,103.0,26.0,9.0,158.0,35.0,7599.0,1.0,0.0,87.0,41.0,57.0,139.0,1.0,431.0,22.0,74.0,11.0,1.0,19.0,8.0,117.0,7.0,0.0,8.0,3.0,158.0,66.0,17.0,72.0,60.0,20.0,4.0,106.0,286.0,372.0,18.0,476.0,111.0,0.0,0.0,349.0,0.0,6.0,3.0,105.0,46.0,38.0,8.0,28.0,3.0,14.0,15.0,33.0,88.0,6.0,151.0,179.0,5.0,0.0,0.0,21.0,31.0,5.0,3.0,57.0,74.0,100.0,12.0,130.0,44.0,11.0,0.0,126.0,20.0,16.0,380.0,262.0,1.0,137.0,8.0,0.0,44.0,28.0,758.0,3.0,292.0,116.0,28.0,16.0,84.0,0.0,32.0,37.0,2.0,194.0,2.0,53.0,63.0,2.0,207.0,0.0,34.0,177.0
Honduras,2.0,0.0,0.0,65.0,0.0,3.0,11.0,0.0,0.0,3.0,7.0,3.0,1.0,0.0,0.0,8.0,0.0,411.0,0.0,1.0,0.0,2.0,31.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,7.0,0.0,0.0,12.0,1.0,14.0,1.0,37.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,21.0,0.0,21.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,1.0,1.0,0.0,9.0,8.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,8.0,0.0,13.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,12.0
United States,5.0,224.0,13.0,1473.0,33.0,135.0,27.0,5.0,165.0,53.0,132.0,106.0,221.0,100.0,168.0,868.0,6.0,29272.0,16.0,14.0,1081.0,342.0,127.0,90.0,11.0,1483.0,20.0,788.0,39.0,0.0,208.0,72.0,451.0,8.0,0.0,31.0,31.0,694.0,245.0,31.0,118.0,85.0,83.0,14.0,223.0,605.0,648.0,13.0,716.0,415.0,48.0,0.0,2730.0,19.0,11.0,9.0,98.0,18.0,141.0,44.0,44.0,2.0,255.0,3.0,336.0,361.0,97.0,972.0,193.0,20.0,1.0,4.0,144.0,146.0,26.0,51.0,258.0,380.0,622.0,10.0,203.0,893.0,58.0,25.0,181.0,116.0,273.0,848.0,483.0,33.0,15.0,33.0,0.0,84.0,27.0,419.0,8.0,710.0,357.0,127.0,71.0,146.0,4.0,20.0,71.0,7.0,415.0,5.0,279.0,346.0,2.0,194.0,2.0,204.0,566.0
Italy,87.0,17.0,6.0,360.0,13.0,116.0,209.0,2.0,21.0,14.0,21.0,58.0,34.0,16.0,12.0,231.0,2.0,19574.0,1.0,1.0,73.0,232.0,143.0,17.0,0.0,202.0,19.0,58.0,20.0,0.0,52.0,78.0,401.0,1.0,0.0,17.0,1.0,315.0,141.0,3.0,14.0,62.0,3.0,0.0,50.0,244.0,669.0,10.0,651.0,738.0,3.0,0.0,595.0,3.0,7.0,0.0,421.0,19.0,53.0,8.0,196.0,1.0,17.0,3.0,46.0,85.0,9.0,353.0,205.0,9.0,2.0,0.0,16.0,79.0,4.0,29.0,246.0,50.0,127.0,11.0,10.0,254.0,26.0,1.0,102.0,215.0,154.0,200.0,225.0,6.0,75.0,14.0,0.0,64.0,4.0,220.0,1.0,125.0,62.0,37.0,74.0,62.0,6.0,49.0,0.0,3.0,53.0,0.0,73.0,87.0,2.0,547.0,1.0,25.0,112.0
France,3.0,48.0,4.0,1714.0,4.0,48.0,24.0,0.0,23.0,5.0,12.0,122.0,61.0,58.0,19.0,132.0,0.0,4684.0,1.0,4.0,98.0,49.0,196.0,92.0,6.0,149.0,6.0,129.0,5.0,1.0,44.0,3.0,278.0,3.0,0.0,3.0,5.0,167.0,52.0,1.0,89.0,12.0,5.0,0.0,16.0,92.0,87.0,14.0,76.0,16.0,0.0,0.0,1208.0,3.0,2.0,0.0,26.0,5.0,62.0,22.0,101.0,4.0,42.0,1.0,88.0,74.0,13.0,103.0,54.0,5.0,1.0,0.0,73.0,20.0,8.0,8.0,52.0,22.0,42.0,10.0,59.0,142.0,4.0,2.0,27.0,6.0,47.0,175.0,169.0,1.0,6.0,18.0,3.0,20.0,19.0,201.0,1.0,74.0,62.0,11.0,6.0,39.0,1.0,6.0,1.0,2.0,91.0,0.0,69.0,53.0,7.0,21.0,3.0,56.0,153.0
Colombia,2.0,4.0,2.0,74.0,1.0,9.0,41.0,0.0,0.0,21.0,9.0,12.0,0.0,2.0,1.0,14.0,0.0,802.0,0.0,0.0,6.0,3.0,49.0,3.0,0.0,30.0,1.0,19.0,9.0,0.0,2.0,9.0,11.0,0.0,0.0,2.0,0.0,41.0,3.0,1.0,0.0,7.0,3.0,0.0,22.0,20.0,12.0,0.0,20.0,10.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,9.0,11.0,0.0,0.0,2.0,0.0,2.0,33.0,2.0,31.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,21.0,4.0,1.0,28.0,1.0,5.0,0.0,21.0,18.0,6.0,27.0,5.0,1.0,1.0,1.0,0.0,3.0,0.0,119.0,0.0,16.0,2.0,0.0,2.0,12.0,4.0,0.0,0.0,1.0,26.0,5.0,9.0,4.0,0.0,1.0,0.0,44.0,50.0
Chile,16.0,5.0,0.0,152.0,0.0,4.0,10.0,0.0,1.0,7.0,9.0,11.0,3.0,4.0,0.0,15.0,0.0,1380.0,0.0,0.0,7.0,12.0,43.0,9.0,0.0,13.0,15.0,6.0,0.0,0.0,1.0,2.0,16.0,2.0,0.0,6.0,0.0,14.0,5.0,0.0,3.0,2.0,36.0,0.0,39.0,18.0,13.0,5.0,18.0,2.0,0.0,0.0,46.0,0.0,0.0,0.0,5.0,5.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,11.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,4.0,22.0,9.0,0.0,10.0,8.0,1.0,0.0,7.0,4.0,4.0,27.0,3.0,2.0,8.0,3.0,0.0,5.0,1.0,66.0,0.0,49.0,21.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,25.0
Iceland,3.0,0.0,0.0,45.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,158.0,0.0,1.0,4.0,10.0,1.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,7.0,5.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0
