,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Namibia,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,247.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
Peru,2.0,0.0,2.0,466.0,1.0,8.0,6.0,0.0,5.0,5.0,2.0,12.0,2.0,5.0,0.0,27.0,0.0,1825.0,0.0,0.0,3.0,5.0,169.0,13.0,3.0,15.0,0.0,16.0,1.0,0.0,2.0,1.0,22.0,2.0,0.0,4.0,0.0,15.0,0.0,2.0,1.0,10.0,4.0,0.0,28.0,47.0,14.0,1.0,17.0,1.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,8.0,19.0,12.0,0.0,1.0,7.0,0.0,6.0,25.0,6.0,91.0,22.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,18.0,36.0,0.0,78.0,4.0,4.0,0.0,49.0,8.0,6.0,54.0,26.0,0.0,6.0,9.0,0.0,2.0,2.0,167.0,1.0,23.0,15.0,0.0,14.0,1.0,0.0,0.0,3.0,2.0,31.0,0.0,24.0,8.0,0.0,0.0,0.0,12.0,68.0
Spain,55.0,13.0,4.0,1025.0,4.0,222.0,125.0,9.0,38.0,83.0,51.0,44.0,89.0,42.0,21.0,217.0,1.0,9694.0,1.0,9.0,91.0,69.0,130.0,182.0,1.0,479.0,28.0,110.0,10.0,0.0,41.0,6.0,180.0,15.0,0.0,12.0,7.0,291.0,81.0,7.0,50.0,77.0,17.0,4.0,67.0,357.0,506.0,22.0,644.0,168.0,0.0,0.0,530.0,1.0,7.0,3.0,80.0,81.0,91.0,9.0,42.0,3.0,29.0,5.0,51.0,124.0,97.0,204.0,232.0,0.0,0.0,1.0,11.0,30.0,5.0,3.0,69.0,73.0,105.0,10.0,124.0,76.0,6.0,1.0,168.0,21.0,38.0,453.0,448.0,1.0,178.0,18.0,0.0,45.0,31.0,953.0,2.0,361.0,89.0,38.0,17.0,78.0,6.0,29.0,36.0,1.0,308.0,9.0,52.0,48.0,4.0,188.0,0.0,41.0,216.0
Japan,8.0,13.0,3.0,617.0,2.0,14.0,4.0,1.0,34.0,7.0,27.0,10.0,5.0,13.0,12.0,96.0,0.0,4415.0,1.0,1.0,71.0,52.0,54.0,10.0,0.0,70.0,5.0,123.0,272.0,1.0,8.0,2.0,124.0,3.0,0.0,16.0,1.0,247.0,23.0,0.0,8.0,8.0,2.0,1.0,11.0,41.0,62.0,17.0,102.0,60.0,0.0,1.0,295.0,5.0,4.0,189.0,84.0,2.0,14.0,2.0,1.0,0.0,11.0,0.0,33.0,57.0,4.0,127.0,12.0,2.0,1.0,0.0,13.0,37.0,7.0,2.0,29.0,142.0,15.0,1.0,12.0,74.0,8.0,1.0,33.0,22.0,39.0,27.0,49.0,1.0,1.0,10.0,0.0,17.0,8.0,21.0,0.0,180.0,119.0,8.0,2.0,9.0,0.0,5.0,1.0,0.0,66.0,0.0,9.0,19.0,0.0,9.0,0.0,37.0,64.0
Iceland,4.0,0.0,0.0,49.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,193.0,2.0,0.0,4.0,7.0,1.0,1.0,0.0,15.0,0.0,4.0,1.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0
Italy,93.0,17.0,5.0,579.0,10.0,154.0,167.0,2.0,53.0,26.0,26.0,57.0,51.0,19.0,12.0,298.0,1.0,23450.0,0.0,2.0,81.0,321.0,81.0,33.0,1.0,237.0,54.0,76.0,30.0,0.0,39.0,32.0,402.0,1.0,0.0,25.0,2.0,279.0,103.0,5.0,14.0,73.0,5.0,1.0,52.0,285.0,738.0,9.0,752.0,864.0,15.0,0.0,692.0,2.0,7.0,0.0,413.0,19.0,81.0,6.0,186.0,2.0,12.0,1.0,94.0,111.0,10.0,445.0,390.0,11.0,0.0,0.0,32.0,88.0,9.0,37.0,276.0,69.0,146.0,11.0,16.0,424.0,13.0,1.0,69.0,268.0,171.0,335.0,301.0,3.0,125.0,23.0,0.0,35.0,10.0,179.0,3.0,141.0,103.0,20.0,59.0,74.0,16.0,155.0,5.0,3.0,63.0,0.0,81.0,89.0,0.0,179.0,1.0,21.0,117.0
Hong Kong,1.0,5.0,1.0,225.0,2.0,24.0,3.0,0.0,9.0,1.0,2.0,9.0,4.0,6.0,7.0,93.0,2.0,3757.0,2.0,0.0,113.0,11.0,20.0,8.0,2.0,126.0,1.0,98.0,9.0,0.0,22.0,7.0,35.0,0.0,0.0,3.0,0.0,120.0,32.0,1.0,9.0,3.0,11.0,0.0,12.0,92.0,41.0,15.0,61.0,13.0,4.0,0.0,233.0,1.0,0.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,18.0,0.0,30.0,14.0,7.0,50.0,9.0,0.0,0.0,3.0,10.0,67.0,1.0,4.0,26.0,75.0,12.0,0.0,9.0,20.0,9.0,1.0,13.0,3.0,125.0,27.0,40.0,2.0,2.0,1.0,2.0,9.0,1.0,6.0,1.0,150.0,9.0,6.0,3.0,6.0,0.0,0.0,3.0,2.0,25.0,1.0,21.0,439.0,1.0,7.0,0.0,8.0,27.0
France,2.0,63.0,1.0,1935.0,8.0,56.0,31.0,0.0,25.0,4.0,12.0,94.0,67.0,77.0,23.0,152.0,1.0,5719.0,1.0,8.0,116.0,57.0,153.0,143.0,8.0,172.0,5.0,198.0,4.0,0.0,54.0,4.0,303.0,5.0,0.0,2.0,2.0,252.0,63.0,1.0,100.0,17.0,4.0,0.0,36.0,152.0,108.0,10.0,86.0,16.0,1.0,0.0,1520.0,1.0,2.0,0.0,20.0,7.0,72.0,45.0,169.0,0.0,62.0,1.0,103.0,76.0,11.0,167.0,101.0,4.0,0.0,1.0,122.0,29.0,7.0,17.0,68.0,31.0,48.0,11.0,58.0,171.0,7.0,2.0,47.0,7.0,55.0,201.0,229.0,2.0,8.0,24.0,4.0,25.0,23.0,134.0,1.0,89.0,86.0,23.0,6.0,48.0,0.0,8.0,2.0,1.0,124.0,0.0,76.0,64.0,6.0,22.0,3.0,51.0,142.0
Morocco,2.0,17.0,0.0,60.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,6.0,107.0,1.0,2517.0,0.0,1.0,30.0,0.0,0.0,106.0,3.0,165.0,2.0,291.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,80.0,11.0,0.0,9.0,5.0,0.0,0.0,2.0,3.0,40.0,2.0,4.0,2.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,0.0,1.0,0.0,27.0,16.0,18.0,50.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,11.0,2.0,14.0,0.0,7.0,39.0,2.0,0.0,4.0,1.0,23.0,26.0,42.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,14.0,10.0,6.0,2.0,1.0,4.0,0.0,0.0,0.0,37.0,0.0,3.0,21.0,1.0,0.0,0.0,3.0,27.0
China,2.0,34.0,6.0,664.0,8.0,46.0,18.0,0.0,47.0,8.0,31.0,21.0,36.0,50.0,15.0,1016.0,3.0,29416.0,17.0,2.0,121.0,122.0,71.0,65.0,2.0,744.0,94.0,474.0,42.0,1.0,25.0,8.0,288.0,2.0,0.0,10.0,8.0,205.0,58.0,6.0,27.0,18.0,24.0,21.0,54.0,267.0,150.0,120.0,221.0,88.0,4.0,0.0,1336.0,30.0,4.0,14.0,10.0,5.0,33.0,7.0,35.0,7.0,16.0,1.0,404.0,118.0,79.0,720.0,60.0,10.0,12.0,9.0,34.0,2185.0,4.0,15.0,121.0,3604.0,98.0,6.0,28.0,194.0,36.0,1.0,59.0,40.0,916.0,117.0,115.0,4.0,3.0,31.0,0.0,33.0,4.0,166.0,1.0,654.0,60.0,90.0,19.0,22.0,3.0,6.0,1.0,2.0,170.0,2.0,71.0,212.0,6.0,9.0,3.0,14.0,198.0
