,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Italy,42.0,10.0,3.0,380.0,29.0,98.0,183.0,0.0,22.0,9.0,19.0,85.0,40.0,13.0,11.0,289.0,2.0,23472.0,2.0,1.0,72.0,224.0,171.0,29.0,0.0,219.0,9.0,54.0,22.0,0.0,45.0,76.0,537.0,1.0,0.0,33.0,0.0,439.0,137.0,2.0,17.0,44.0,4.0,0.0,57.0,268.0,853.0,20.0,812.0,945.0,1.0,0.0,561.0,3.0,8.0,0.0,435.0,17.0,61.0,7.0,191.0,1.0,39.0,3.0,36.0,118.0,17.0,584.0,252.0,10.0,2.0,0.0,31.0,96.0,2.0,34.0,267.0,88.0,138.0,13.0,17.0,234.0,112.0,0.0,117.0,223.0,226.0,275.0,197.0,4.0,46.0,13.0,0.0,86.0,4.0,363.0,3.0,144.0,82.0,33.0,117.0,54.0,3.0,46.0,1.0,3.0,81.0,0.0,89.0,108.0,2.0,576.0,1.0,34.0,156.0
Argentina,2.0,10.0,0.0,35.0,3.0,44.0,82.0,0.0,8.0,40.0,16.0,22.0,9.0,19.0,3.0,17.0,0.0,1679.0,0.0,2.0,31.0,45.0,95.0,10.0,0.0,79.0,14.0,11.0,10.0,0.0,6.0,3.0,45.0,2.0,0.0,15.0,0.0,29.0,7.0,3.0,4.0,21.0,345.0,0.0,45.0,94.0,49.0,3.0,33.0,3.0,1.0,0.0,89.0,0.0,0.0,0.0,188.0,32.0,826.0,31.0,0.0,0.0,1.0,0.0,6.0,25.0,1.0,155.0,17.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,43.0,145.0,177.0,0.0,48.0,52.0,7.0,0.0,86.0,268.0,19.0,131.0,13.0,13.0,9.0,3.0,0.0,10.0,2.0,114.0,0.0,193.0,31.0,4.0,11.0,18.0,0.0,47.0,10.0,0.0,76.0,0.0,31.0,31.0,0.0,12.0,0.0,48.0,114.0
Japan,33.0,5.0,5.0,164.0,1.0,15.0,1.0,0.0,29.0,2.0,9.0,7.0,5.0,12.0,4.0,54.0,0.0,3134.0,2.0,1.0,50.0,62.0,26.0,5.0,0.0,59.0,2.0,80.0,260.0,1.0,12.0,1.0,114.0,1.0,0.0,24.0,3.0,275.0,16.0,0.0,8.0,18.0,3.0,1.0,7.0,49.0,54.0,31.0,85.0,54.0,3.0,1.0,205.0,12.0,5.0,89.0,3.0,0.0,24.0,1.0,2.0,0.0,6.0,0.0,15.0,28.0,10.0,85.0,10.0,1.0,1.0,1.0,9.0,41.0,7.0,3.0,23.0,168.0,8.0,0.0,21.0,37.0,2.0,1.0,30.0,12.0,33.0,30.0,22.0,0.0,3.0,7.0,0.0,15.0,0.0,11.0,0.0,106.0,107.0,5.0,2.0,7.0,0.0,1.0,2.0,0.0,32.0,0.0,11.0,29.0,0.0,6.0,0.0,18.0,33.0
Portugal,4.0,2.0,1.0,161.0,0.0,24.0,13.0,0.0,21.0,1.0,6.0,4.0,6.0,3.0,0.0,43.0,0.0,2053.0,0.0,0.0,20.0,30.0,7.0,1.0,0.0,33.0,0.0,7.0,1.0,0.0,2.0,1.0,26.0,0.0,0.0,1.0,0.0,24.0,4.0,1.0,5.0,4.0,0.0,0.0,2.0,27.0,65.0,1.0,13.0,5.0,1.0,0.0,76.0,1.0,0.0,0.0,27.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,0.0,75.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,5.0,12.0,0.0,18.0,3.0,2.0,0.0,4.0,2.0,15.0,27.0,12.0,2.0,6.0,0.0,0.0,2.0,10.0,75.0,0.0,47.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,30.0,0.0,19.0,6.0,0.0,1.0,0.0,18.0,26.0
Brazil,1.0,2.0,13.0,79.0,4.0,68.0,35.0,0.0,4.0,39.0,72.0,239.0,10.0,8.0,3.0,101.0,0.0,5393.0,1.0,18.0,22.0,51.0,275.0,12.0,1.0,48.0,3.0,48.0,2.0,0.0,10.0,41.0,72.0,3.0,0.0,14.0,0.0,147.0,22.0,9.0,5.0,130.0,4.0,1.0,35.0,301.0,101.0,11.0,117.0,111.0,11.0,1.0,248.0,1.0,1.0,4.0,1.0,78.0,128.0,34.0,0.0,0.0,12.0,1.0,21.0,76.0,2.0,749.0,232.0,0.0,2.0,1.0,5.0,30.0,6.0,3.0,48.0,36.0,665.0,0.0,209.0,10.0,37.0,1.0,423.0,326.0,36.0,125.0,29.0,1.0,3.0,41.0,0.0,23.0,9.0,354.0,1.0,469.0,140.0,37.0,64.0,56.0,2.0,2.0,5.0,4.0,97.0,0.0,24.0,138.0,3.0,10.0,0.0,234.0,550.0
Azerbaijan,1.0,7.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,12.0,0.0,480.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,39.0,0.0,31.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,9.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,16.0
Spain,86.0,34.0,2.0,782.0,57.0,209.0,88.0,6.0,28.0,59.0,31.0,40.0,115.0,83.0,8.0,184.0,37.0,8792.0,2.0,0.0,103.0,52.0,86.0,73.0,15.0,501.0,31.0,74.0,12.0,1.0,22.0,6.0,133.0,7.0,0.0,10.0,2.0,184.0,75.0,18.0,78.0,24.0,20.0,0.0,159.0,287.0,483.0,31.0,382.0,96.0,0.0,0.0,439.0,0.0,7.0,3.0,115.0,53.0,60.0,9.0,34.0,2.0,116.0,17.0,47.0,125.0,7.0,193.0,114.0,5.0,1.0,0.0,20.0,57.0,6.0,1.0,57.0,83.0,81.0,8.0,145.0,36.0,13.0,0.0,76.0,18.0,26.0,425.0,290.0,0.0,117.0,6.0,0.0,47.0,23.0,887.0,4.0,303.0,157.0,44.0,14.0,83.0,0.0,27.0,42.0,2.0,189.0,2.0,50.0,79.0,2.0,236.0,0.0,51.0,242.0
United States,10.0,191.0,14.0,1746.0,45.0,141.0,24.0,5.0,176.0,73.0,217.0,124.0,247.0,109.0,164.0,988.0,7.0,33067.0,8.0,19.0,1293.0,489.0,169.0,90.0,15.0,1402.0,17.0,907.0,55.0,1.0,190.0,84.0,494.0,6.0,0.0,32.0,34.0,849.0,309.0,27.0,124.0,111.0,85.0,19.0,328.0,736.0,824.0,24.0,965.0,577.0,56.0,0.0,3124.0,17.0,10.0,12.0,112.0,21.0,162.0,41.0,57.0,1.0,418.0,5.0,423.0,384.0,109.0,1177.0,203.0,20.0,0.0,18.0,177.0,161.0,21.0,58.0,321.0,544.0,602.0,16.0,261.0,863.0,54.0,18.0,272.0,120.0,436.0,1056.0,554.0,52.0,20.0,40.0,1.0,89.0,32.0,463.0,10.0,763.0,476.0,208.0,139.0,169.0,10.0,30.0,58.0,8.0,446.0,8.0,328.0,372.0,0.0,311.0,2.0,248.0,676.0
Romania,2.0,16.0,1.0,40.0,6.0,173.0,5.0,0.0,3.0,0.0,14.0,1.0,3.0,8.0,0.0,28.0,0.0,1161.0,1.0,5.0,11.0,25.0,1.0,6.0,0.0,22.0,4.0,15.0,3.0,0.0,2.0,0.0,47.0,3.0,0.0,2.0,0.0,2.0,3.0,5.0,1.0,12.0,0.0,0.0,2.0,23.0,22.0,1.0,13.0,15.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,10.0,17.0,11.0,0.0,24.0,0.0,5.0,5.0,1.0,23.0,19.0,0.0,0.0,0.0,0.0,246.0,0.0,2.0,19.0,26.0,22.0,1.0,24.0,8.0,3.0,0.0,12.0,9.0,77.0,58.0,90.0,0.0,3.0,1.0,0.0,6.0,0.0,156.0,0.0,10.0,8.0,0.0,3.0,13.0,0.0,40.0,0.0,1.0,92.0,0.0,19.0,36.0,0.0,37.0,0.0,4.0,8.0
Thailand,3.0,13.0,3.0,34.0,5.0,31.0,8.0,0.0,4.0,0.0,16.0,25.0,4.0,11.0,3.0,36.0,3.0,1150.0,4.0,0.0,13.0,15.0,33.0,11.0,0.0,72.0,8.0,130.0,9.0,4.0,2.0,0.0,38.0,1.0,0.0,18.0,1.0,126.0,3.0,3.0,15.0,0.0,3.0,1.0,13.0,22.0,32.0,23.0,17.0,6.0,4.0,0.0,188.0,1.0,1.0,0.0,5.0,3.0,22.0,13.0,1.0,0.0,20.0,0.0,15.0,30.0,2.0,54.0,17.0,11.0,0.0,6.0,6.0,5.0,0.0,14.0,11.0,29.0,19.0,0.0,48.0,16.0,3.0,0.0,30.0,9.0,8.0,40.0,17.0,0.0,3.0,10.0,0.0,23.0,4.0,6.0,3.0,29.0,29.0,0.0,8.0,9.0,0.0,8.0,2.0,3.0,86.0,11.0,28.0,17.0,0.0,11.0,4.0,17.0,45.0
