,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Ghana,3.0,0.0,5.0,17.0,0.0,3.0,1.0,11.0,3.0,2.0,7.0,36.0,2.0,16.0,1.0,18.0,0.0,689.0,0.0,1.0,5.0,6.0,65.0,0.0,4.0,193.0,2.0,29.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,18.0,20.0,31.0,12.0,0.0,4.0,11.0,2.0,1.0,5.0,47.0,15.0,2.0,16.0,13.0,9.0,1.0,31.0,1.0,0.0,29.0,0.0,2.0,19.0,0.0,0.0,0.0,2.0,0.0,16.0,116.0,129.0,50.0,10.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,11.0,4.0,50.0,0.0,25.0,13.0,0.0,0.0,5.0,6.0,13.0,27.0,8.0,0.0,9.0,22.0,0.0,4.0,8.0,8.0,1.0,8.0,6.0,2.0,9.0,5.0,6.0,0.0,0.0,1.0,23.0,1.0,71.0,10.0,0.0,0.0,1.0,72.0,87.0
South Africa,3.0,0.0,1.0,169.0,3.0,0.0,7.0,0.0,2.0,3.0,1.0,0.0,3.0,68.0,7.0,33.0,2.0,1008.0,0.0,0.0,9.0,7.0,6.0,3.0,0.0,90.0,0.0,31.0,1.0,0.0,0.0,1.0,76.0,4.0,0.0,2.0,1.0,24.0,11.0,0.0,6.0,0.0,1.0,0.0,4.0,13.0,3.0,7.0,3.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,57.0,20.0,204.0,6.0,0.0,0.0,0.0,8.0,0.0,2.0,17.0,6.0,22.0,5.0,1.0,11.0,5.0,3.0,0.0,10.0,1.0,69.0,22.0,5.0,1.0,4.0,3.0,0.0,4.0,3.0,8.0,0.0,5.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,85.0,0.0,24.0,6.0,1.0,2.0,0.0,10.0,14.0
Spain,61.0,18.0,4.0,1037.0,6.0,239.0,116.0,9.0,36.0,69.0,42.0,52.0,106.0,37.0,13.0,220.0,2.0,9837.0,0.0,3.0,92.0,68.0,121.0,181.0,1.0,479.0,33.0,109.0,10.0,0.0,43.0,8.0,172.0,18.0,0.0,12.0,5.0,280.0,78.0,12.0,70.0,77.0,17.0,4.0,71.0,383.0,487.0,20.0,645.0,156.0,0.0,0.0,548.0,1.0,7.0,3.0,85.0,88.0,90.0,12.0,40.0,2.0,28.0,5.0,48.0,129.0,92.0,204.0,231.0,0.0,0.0,1.0,10.0,29.0,5.0,3.0,75.0,81.0,106.0,10.0,132.0,62.0,9.0,0.0,152.0,23.0,38.0,465.0,437.0,1.0,170.0,18.0,0.0,47.0,31.0,962.0,3.0,371.0,108.0,38.0,17.0,85.0,5.0,37.0,53.0,2.0,300.0,0.0,46.0,47.0,4.0,216.0,0.0,38.0,220.0
Norway,3.0,2.0,0.0,68.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,1.0,4.0,9.0,0.0,4.0,0.0,357.0,0.0,1.0,7.0,3.0,4.0,7.0,0.0,17.0,8.0,10.0,1.0,0.0,17.0,0.0,13.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,23.0,22.0,36.0,0.0,8.0,1.0,1.0,0.0,63.0,0.0,0.0,0.0,14.0,1.0,10.0,2.0,7.0,0.0,9.0,0.0,6.0,6.0,0.0,42.0,0.0,1.0,0.0,0.0,14.0,12.0,0.0,0.0,4.0,0.0,8.0,0.0,3.0,55.0,1.0,0.0,1.0,0.0,6.0,3.0,72.0,3.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,20.0,8.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,16.0,9.0,2.0,5.0,2.0,0.0,0.0,7.0,14.0
Japan,7.0,8.0,5.0,590.0,2.0,15.0,4.0,1.0,31.0,7.0,28.0,11.0,6.0,14.0,12.0,97.0,0.0,4338.0,1.0,1.0,70.0,61.0,54.0,10.0,0.0,78.0,5.0,129.0,281.0,1.0,10.0,2.0,130.0,3.0,0.0,15.0,2.0,268.0,24.0,0.0,10.0,11.0,2.0,1.0,10.0,48.0,71.0,26.0,108.0,69.0,0.0,1.0,289.0,7.0,4.0,200.0,68.0,2.0,15.0,2.0,1.0,0.0,11.0,0.0,34.0,53.0,4.0,128.0,15.0,2.0,1.0,0.0,14.0,38.0,7.0,2.0,30.0,156.0,14.0,1.0,18.0,77.0,7.0,1.0,32.0,20.0,36.0,34.0,47.0,1.0,1.0,9.0,0.0,18.0,7.0,16.0,0.0,178.0,123.0,9.0,2.0,9.0,0.0,5.0,1.0,0.0,69.0,0.0,8.0,28.0,0.0,9.0,0.0,39.0,67.0
Namibia,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
Peru,2.0,0.0,2.0,407.0,1.0,8.0,6.0,0.0,5.0,5.0,2.0,8.0,1.0,5.0,0.0,31.0,0.0,1871.0,1.0,0.0,3.0,4.0,148.0,11.0,2.0,13.0,0.0,17.0,1.0,0.0,3.0,2.0,23.0,2.0,0.0,4.0,0.0,13.0,0.0,2.0,1.0,10.0,5.0,0.0,27.0,49.0,15.0,1.0,18.0,1.0,1.0,0.0,110.0,0.0,2.0,0.0,6.0,8.0,18.0,5.0,0.0,1.0,8.0,0.0,7.0,24.0,4.0,91.0,22.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,16.0,40.0,0.0,82.0,5.0,5.0,1.0,48.0,8.0,7.0,50.0,26.0,0.0,6.0,9.0,0.0,2.0,2.0,182.0,1.0,22.0,15.0,0.0,14.0,2.0,0.0,0.0,3.0,2.0,31.0,0.0,24.0,8.0,0.0,0.0,0.0,11.0,63.0
Iceland,4.0,0.0,0.0,50.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,191.0,2.0,0.0,4.0,10.0,1.0,1.0,0.0,14.0,0.0,3.0,1.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,7.0,6.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0
Italy,91.0,17.0,5.0,540.0,9.0,137.0,190.0,2.0,44.0,26.0,28.0,60.0,49.0,16.0,12.0,250.0,1.0,23456.0,0.0,0.0,88.0,299.0,105.0,32.0,1.0,217.0,43.0,75.0,28.0,0.0,48.0,35.0,398.0,1.0,0.0,25.0,2.0,279.0,102.0,5.0,13.0,86.0,3.0,1.0,53.0,310.0,713.0,9.0,750.0,848.0,14.0,0.0,698.0,2.0,7.0,0.0,458.0,18.0,80.0,10.0,186.0,0.0,14.0,1.0,68.0,121.0,10.0,423.0,401.0,8.0,0.0,0.0,31.0,92.0,9.0,40.0,279.0,66.0,145.0,11.0,14.0,420.0,14.0,1.0,102.0,268.0,159.0,305.0,278.0,3.0,120.0,16.0,0.0,30.0,10.0,204.0,3.0,135.0,90.0,37.0,78.0,70.0,14.0,106.0,4.0,2.0,66.0,0.0,77.0,87.0,0.0,221.0,1.0,22.0,119.0
Hong Kong,1.0,4.0,2.0,225.0,2.0,30.0,3.0,0.0,9.0,3.0,1.0,9.0,4.0,7.0,8.0,86.0,2.0,3757.0,1.0,0.0,112.0,10.0,19.0,6.0,2.0,127.0,2.0,99.0,7.0,0.0,19.0,8.0,34.0,0.0,0.0,3.0,0.0,114.0,36.0,1.0,10.0,4.0,10.0,0.0,13.0,91.0,41.0,15.0,52.0,19.0,5.0,0.0,233.0,3.0,0.0,4.0,4.0,8.0,3.0,3.0,0.0,0.0,17.0,0.0,28.0,16.0,7.0,48.0,9.0,0.0,0.0,2.0,8.0,69.0,1.0,4.0,27.0,76.0,11.0,0.0,9.0,17.0,9.0,1.0,13.0,2.0,97.0,31.0,38.0,3.0,1.0,2.0,2.0,8.0,1.0,13.0,1.0,141.0,9.0,5.0,3.0,7.0,0.0,0.0,4.0,2.0,25.0,1.0,25.0,440.0,2.0,7.0,0.0,7.0,27.0
France,2.0,50.0,1.0,1996.0,8.0,57.0,29.0,0.0,29.0,4.0,11.0,122.0,61.0,77.0,22.0,164.0,1.0,5787.0,1.0,8.0,117.0,65.0,202.0,144.0,8.0,178.0,6.0,190.0,7.0,0.0,57.0,4.0,335.0,5.0,0.0,2.0,3.0,251.0,70.0,1.0,95.0,16.0,3.0,0.0,30.0,164.0,115.0,10.0,84.0,16.0,1.0,0.0,1538.0,2.0,2.0,0.0,27.0,6.0,75.0,25.0,167.0,0.0,63.0,1.0,98.0,86.0,11.0,171.0,92.0,4.0,1.0,0.0,115.0,29.0,8.0,9.0,64.0,36.0,47.0,11.0,62.0,178.0,6.0,2.0,43.0,8.0,56.0,199.0,243.0,1.0,9.0,25.0,3.0,24.0,23.0,154.0,1.0,92.0,78.0,22.0,6.0,50.0,0.0,8.0,2.0,1.0,119.0,0.0,74.0,72.0,6.0,23.0,3.0,54.0,164.0
